Gender,Age,Figure,Job,Heavy:Light,Passive:Active,Cold:Warm,Dirty:Clean,Traditional:Modern,Plain: Gaudy,Tense:Relaxed,FatL:SlimL,Masculine:Feminine,HMatch:EMatch,Dislike:Like,Group
女,26~30,均匀的,教师,2,2,-2,2,-3,-3,3,-1,-1,3,1,8
女,26~30,均匀的,医师,2,1,-2,1,-1,-2,2,-2,2,2,3,8
女,26~30,偏胖的,医学,-2,3,-2,-2,2,-2,-2,-2,2,-2,-2,8
女,26~30,均匀的,服装,1,2,1,-1,1,1,1,-2,2,-2,-2,8
女,26~30,均匀的,服装设计,3,-1,3,3,2,3,3,1,2,-3,-3,8
女,26~30,均匀的,纺织研究助理,2,2,3,3,1,2,3,1,1,-2,2,8
女,31~40,偏瘦的,(空),-1,1,3,1,2,3,2,-3,2,-3,-3,8
女,31~40,均匀的,(空),1,2,3,1,2,2,2,-1,3,-1,1,8
女,31~40,均匀的,教师,-2,2,-1,1,-1,-1,2,1,-1,1,1,8
女,31~40,偏胖的,教育,-1,-2,2,1,-1,2,-1,-1,2,-1,-1,8
男,18~25,均匀的,master of school of architecture,1,3,2,2,3,2,1,-1,-2,3,1,8
男,18~25,偏瘦的,广告,2,1,1,-1,-2,-2,1,-2,3,-3,-3,8
男,18~25,均匀的,学生,2,1,2,2,1,2,2,1,1,1,1,8
男,18~25,均匀的,学生,1,3,-1,-1,1,1,1,1,-1,1,-1,8
男,18~25,均匀的,学生,-1,3,-1,-1,-1,-1,-1,3,-1,3,3,8
男,18~25,均匀的,学生,2,3,1,3,-1,-2,3,1,-1,-1,2,8
男,18岁以下,偏瘦的,本科在校学生,1,-1,1,3,-2,-2,2,3,2,2,3,8
男,26~30,偏胖的,学生,2,2,3,2,-2,-2,3,-1,3,3,3,8
男,26~30,均匀的,颜色科学,2,3,2,2,2,2,2,2,2,1,2,8
男,26~30,偏胖的,(空),1,3,1,2,-1,-1,1,-1,-1,2,-2,8
男,26~30,偏瘦的,design master,2,3,3,2,3,2,1,-1,2,2,2,8
男,31~40,偏胖的,工业设计,1,3,3,-1,1,1,3,1,1,1,1,8
男,31~40,偏胖的,教,2,3,2,2,2,2,2,2,1,2,2,8
男,31~40,偏胖的,(空),2,-3,2,1,2,2,-1,2,2,-1,2,8
男,31~40,偏胖的,design phd,1,1,1,3,3,2,1,1,2,-1,-2,8
男,31~40,偏胖的,(空),2,1,2,2,1,2,-2,1,2,1,1,8
男,41~50,均匀的,教师,1,3,1,1,-1,-1,-2,1,3,-3,-3,8
女,18~25,偏胖的,行N企,-2,3,1,-3,-2,-3,-2,-2,1,-3,-3,9
女,18~25,偏胖的,O,-3,-1,-3,-3,-3,-3,-3,-3,-3,-3,-3,9
女,18~25,偏瘦的,学生,2,-1,1,1,2,1,2,-1,2,-1,1,9
女,18~25,均匀的,财务会计,2,-1,1,3,2,1,2,1,3,1,3,9
女,18~25,均匀的,学生,2,1,2,2,1,-1,1,-1,3,1,3,9
女,26~30,均匀的,O,-2,-2,-2,-1,2,1,1,1,-2,-1,-2,9
女,26~30,偏胖的,服装,-1,-1,1,1,-1,-1,1,-1,-1,1,2,9
女,26~30,均匀的,教师,2,-2,2,3,3,2,3,-1,3,-1,3,9
女,26~30,均匀的,医师,2,-2,2,2,2,2,2,-2,3,1,3,9
女,26~30,偏胖的,医学,3,-3,2,2,3,2,2,-1,3,2,3,9
女,26~30,均匀的,服装,1,-2,1,-3,-3,-3,-1,-1,-2,-1,-1,9
女,26~30,均匀的,服装设计,-2,-2,-3,-2,2,-2,-1,2,-3,-3,-3,9
女,26~30,均匀的,纺织研究助理,-2,1,1,-2,-1,1,-1,-1,-3,1,-3,9
女,31~40,偏瘦的,(空),-3,1,-3,-3,-2,-2,-3,3,-3,-3,-3,9
女,31~40,均匀的,(空),1,-2,1,-2,-1,-2,1,1,-1,-1,-3,9
女,31~40,均匀的,教师,1,1,1,1,2,2,1,1,1,-2,2,9
女,31~40,偏胖的,教育,-3,-2,2,-3,-2,-2,-1,-1,-3,-3,-3,9
男,18~25,均匀的,master of school of architecture,-2,-2,-1,-2,-1,-1,-1,1,-2,-3,-3,9
男,18~25,偏瘦的,广告,-1,1,-1,-1,1,-1,1,2,2,2,-1,9
男,18~25,均匀的,学生,-1,2,-1,2,-1,-1,-1,1,1,-1,1,9
男,18~25,均匀的,学生,1,-2,1,1,2,1,1,1,1,1,1,9
男,18~25,均匀的,学生,2,1,2,1,1,1,1,-1,2,-1,1,9
男,18~25,均匀的,学生,2,-2,1,2,-1,-1,2,-2,1,1,1,9
男,18岁以下,偏瘦的,本科在校学生,2,-1,3,1,1,2,2,2,2,-1,3,9
男,26~30,偏胖的,学生,-1,-1,1,-2,-2,-1,1,-1,-1,1,-1,9
男,26~30,均匀的,颜色科学,-2,3,-1,-2,-3,-3,-1,-2,-2,-2,-2,9
男,26~30,偏胖的,(空),2,-1,2,2,2,1,2,1,2,1,-3,9
男,26~30,偏瘦的,design master,-2,-1,2,-1,-3,-3,3,1,-2,1,1,9
男,31~40,偏胖的,工业设计,-3,1,-2,-3,-3,-3,-2,-1,-1,-3,-3,9
男,31~40,偏胖的,教,-2,-2,-1,-2,-2,-2,-2,2,-1,-2,-2,9
男,31~40,偏胖的,(空),-1,-3,1,-1,1,1,2,-1,-1,1,-2,9
男,31~40,偏胖的,design phd,-1,-2,1,1,-1,-1,1,-1,-1,-1,-3,9
男,31~40,偏胖的,(空),1,-1,1,1,2,2,2,-2,-1,1,-1,9
男,41~50,均匀的,教师,-3,2,-2,1,-2,-3,-2,-1,-2,-3,-3,9
女,18~25,偏胖的,行N企,-2,3,1,-2,-3,-2,-1,-2,-1,-3,-3,10
女,18~25,偏胖的,O,-3,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,10
女,18~25,偏瘦的,学生,1,3,1,-1,-2,2,2,-2,2,-2,-2,10
女,18~25,均匀的,财务会计,3,1,3,3,2,2,3,1,2,1,2,10
女,18~25,均匀的,学生,-1,3,-1,1,-1,1,-1,-3,3,-3,-3,10
女,26~30,均匀的,O,1,2,1,1,2,1,1,1,-1,-3,-3,10
女,26~30,偏胖的,服装,-2,2,1,2,1,1,-1,1,1,-1,-1,10
女,26~30,均匀的,教师,1,1,2,2,2,1,-1,-1,2,-2,-2,10
女,26~30,均匀的,医师,1,1,1,1,1,1,1,-1,2,-2,-2,10
女,26~30,偏胖的,医学,2,-1,2,-2,2,2,-2,-2,3,-2,-2,10
女,26~30,均匀的,服装,3,-1,3,-1,1,1,1,1,-1,-3,-2,10
女,26~30,均匀的,服装设计,-1,-2,2,-3,-2,-2,1,-1,-3,-3,-3,10
女,26~30,均匀的,纺织研究助理,-1,1,-1,1,-1,1,-2,-2,-2,-3,-3,10
女,31~40,偏瘦的,(空),-2,3,-2,1,1,1,-1,-1,-3,-3,-3,10
女,31~40,均匀的,(空),-1,1,-1,1,-1,-1,-1,-2,-3,-3,-3,10
女,31~40,均匀的,教师,-1,2,1,-1,-2,1,-1,1,-2,1,1,10
女,31~40,偏胖的,教育,-2,2,1,-2,-2,1,1,-2,-2,-2,-3,10
男,18~25,均匀的,master of school of architecture,-1,1,-1,1,-2,-1,1,-1,-2,1,-2,10
男,18~25,偏瘦的,广告,-2,-1,-2,-2,-2,-3,-2,-2,-1,-3,-3,10
男,18~25,均匀的,学生,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,10
男,18~25,均匀的,学生,1,-3,1,1,1,2,-1,1,1,1,-1,10
男,18~25,均匀的,学生,2,1,2,2,2,2,2,-1,3,-1,-3,10
男,18~25,均匀的,学生,1,1,1,1,2,1,1,-1,2,-1,-1,10
男,18岁以下,偏瘦的,本科在校学生,2,1,2,1,2,2,2,-1,1,-1,-1,10
男,26~30,偏胖的,学生,-1,2,-1,1,2,-2,-1,1,-1,-1,-1,10
男,26~30,均匀的,颜色科学,2,3,-2,2,2,2,2,1,1,1,1,10
男,26~30,偏胖的,(空),2,3,2,2,2,2,2,1,1,-1,-2,10
男,26~30,偏瘦的,design master,-2,1,1,-2,1,-1,2,1,-2,-1,1,10
男,31~40,偏胖的,工业设计,1,-1,-1,-1,3,2,-1,1,1,-3,-3,10
男,31~40,偏胖的,教,2,-2,-2,2,2,2,1,-1,2,1,1,10
男,31~40,偏胖的,(空),-1,3,-1,1,1,1,1,1,2,-1,1,10
男,31~40,偏胖的,design phd,1,1,1,3,-2,-1,1,1,1,-1,-1,10
男,31~40,偏胖的,(空),3,-3,2,2,-2,2,1,2,1,-2,1,10
男,41~50,均匀的,教师,-3,2,-2,-1,1,1,-1,-2,-1,-3,-3,10
女,18~25,偏胖的,行N企,-3,2,-2,-3,-2,-1,-2,-2,-3,-3,-2,11
女,18~25,偏胖的,O,-3,-1,-2,-3,-2,-3,-3,-3,-3,-3,-3,11
女,18~25,偏瘦的,学生,1,1,2,1,-1,2,2,-2,-2,-2,1,11
女,18~25,均匀的,财务会计,2,-1,1,3,1,1,2,1,1,1,3,11
女,18~25,均匀的,学生,1,2,2,1,1,-1,2,2,-1,1,1,11
女,26~30,均匀的,O,1,2,-1,1,3,1,1,1,1,1,2,11
女,26~30,偏胖的,服装,1,-2,1,1,2,-1,2,2,1,-1,1,11
女,26~30,均匀的,教师,2,1,2,3,2,2,3,-1,-1,1,2,11
女,26~30,均匀的,医师,2,1,-1,2,1,-1,1,-1,2,1,2,11
女,26~30,偏胖的,医学,1,-1,2,2,1,2,2,1,-1,1,1,11
女,26~30,均匀的,服装,1,-1,-1,-1,1,-1,1,1,1,-1,-1,11
女,26~30,均匀的,服装设计,-2,-2,-1,3,2,2,3,-1,-3,-3,-1,11
女,26~30,均匀的,纺织研究助理,-2,-1,-1,1,-1,1,-2,-1,-3,-2,-2,11
女,31~40,偏瘦的,(空),-2,3,-2,2,1,-1,-2,1,-3,-3,-2,11
女,31~40,均匀的,(空),3,2,-1,1,-1,-2,1,1,1,-2,2,11
女,31~40,均匀的,教师,-1,2,1,1,-2,1,-2,-1,1,2,-1,11
女,31~40,偏胖的,教育,-1,-2,1,1,2,2,2,2,-1,2,-1,11
男,18~25,均匀的,master of school of architecture,-1,2,-1,-1,2,-1,1,1,-2,-1,-2,11
男,18~25,偏瘦的,广告,1,-1,1,1,2,-1,1,2,3,-3,-1,11
男,18~25,均匀的,学生,1,-1,-1,2,1,1,1,-1,-1,-1,-1,11
男,18~25,均匀的,学生,2,-3,2,2,2,1,1,1,-1,1,1,11
男,18~25,均匀的,学生,2,2,-1,2,2,1,1,2,-1,1,2,11
男,18~25,均匀的,学生,2,1,1,2,1,1,1,1,1,-1,1,11
男,18岁以下,偏瘦的,本科在校学生,2,-1,2,2,2,2,2,2,2,1,2,11
男,26~30,偏胖的,学生,-1,2,2,1,1,-1,1,1,-1,2,1,11
男,26~30,均匀的,颜色科学,1,2,-2,2,2,2,2,1,2,1,2,11
男,26~30,偏胖的,(空),1,3,-1,2,2,1,1,1,-1,-1,-1,11
男,26~30,偏瘦的,design master,-2,2,2,-1,-2,-1,1,1,2,-2,2,11
男,31~40,偏胖的,工业设计,-2,-1,-1,-2,-2,-3,-1,1,1,-1,-1,11
男,31~40,偏胖的,教,1,3,1,2,1,2,1,1,-1,1,1,11
男,31~40,偏胖的,(空),-1,3,-1,1,1,2,1,-1,2,-2,2,11
男,31~40,偏胖的,design phd,1,-1,1,3,2,1,1,1,2,1,1,11
男,31~40,偏胖的,(空),2,-2,1,1,2,1,2,-2,-2,-2,-2,11
男,41~50,均匀的,教师,-2,2,-2,1,-1,-1,-2,-1,-2,-3,-3,11
女,18~25,偏胖的,行N企,-1,3,-2,1,-2,-1,-1,-2,-2,-2,-3,12
女,18~25,偏胖的,O,-3,2,-3,-3,-1,-1,-3,-3,-3,-3,-3,12
女,18~25,偏瘦的,学生,1,3,2,-2,1,1,1,-3,-3,-3,-3,12
女,18~25,均匀的,财务会计,1,2,1,3,1,1,1,1,1,1,-1,12
女,18~25,均匀的,学生,3,3,3,3,-1,3,3,-1,1,-2,2,12
女,26~30,均匀的,O,1,2,-1,1,2,1,1,-1,-1,-3,-3,12
女,26~30,偏胖的,服装,1,2,-1,2,1,1,-1,1,-1,-2,1,12
女,26~30,均匀的,教师,1,3,-1,1,2,2,1,-1,1,-2,-1,12
女,26~30,均匀的,医师,1,3,1,1,1,1,1,-1,-2,-2,-2,12
女,26~30,偏胖的,医学,2,3,-1,2,2,2,1,-2,1,-2,-1,12
女,26~30,均匀的,服装,1,-1,1,-1,1,-1,-1,-1,-1,1,-2,12
女,26~30,均匀的,服装设计,1,1,-1,3,3,3,1,1,-3,1,-3,12
女,26~30,均匀的,纺织研究助理,-1,2,-1,2,1,3,-2,-2,-3,-2,-1,12
女,31~40,偏瘦的,(空),1,3,-1,1,2,2,-1,-2,-3,-3,-3,12
女,31~40,均匀的,(空),1,2,-3,2,2,3,2,-3,-3,-3,-3,12
女,31~40,均匀的,教师,-1,3,1,1,-2,1,-1,1,-1,-1,2,12
女,31~40,偏胖的,教育,2,3,-2,3,2,3,2,3,1,3,3,12
男,18~25,均匀的,master of school of architecture,1,2,-1,2,2,-1,1,-1,-2,-2,2,12
男,18~25,偏瘦的,广告,1,1,2,-3,-3,-3,2,-3,-3,-3,-3,12
男,18~25,均匀的,学生,1,1,-1,2,1,1,1,1,1,1,1,12
男,18~25,均匀的,学生,1,3,1,1,1,1,1,1,-1,1,1,12
男,18~25,均匀的,学生,-1,2,-1,1,-1,1,1,1,-1,-1,-2,12
男,18~25,均匀的,学生,2,1,1,1,2,2,2,1,-1,2,1,12
男,18岁以下,偏瘦的,本科在校学生,1,-1,2,2,1,1,1,1,-1,-2,-2,12
男,26~30,偏胖的,学生,-1,-2,-1,3,1,1,2,1,-2,1,-2,12
男,26~30,均匀的,颜色科学,3,3,-3,3,3,3,3,3,-3,3,3,12
男,26~30,偏胖的,(空),1,3,-1,1,1,1,1,-1,-1,-2,-2,12
男,26~30,偏瘦的,design master,-2,1,-1,1,-2,-2,-2,1,-2,-1,-2,12
男,31~40,偏胖的,工业设计,2,2,-2,1,2,3,2,1,-1,-3,-3,12
男,31~40,偏胖的,教,1,3,1,2,1,1,1,2,1,1,1,12
男,31~40,偏胖的,(空),-2,-2,-3,3,2,2,-2,1,-1,-2,1,12
男,31~40,偏胖的,design phd,2,3,2,3,3,2,2,2,-2,-2,-1,12
男,31~40,偏胖的,(空),2,3,3,2,2,3,2,2,-2,-2,-3,12
男,41~50,均匀的,教师,-2,3,-2,-1,1,1,-2,-1,1,-3,-3,12
女,18~25,偏胖的,行N企,1,3,-1,-1,1,1,-2,-2,2,-3,-3,13
女,18~25,偏胖的,O,-1,3,-1,-3,1,1,-2,-3,3,-3,-3,13
女,18~25,偏瘦的,学生,1,3,-2,1,1,-1,1,1,2,2,1,13
女,18~25,均匀的,财务会计,-2,2,-2,3,-2,-2,1,1,1,-1,1,13
女,18~25,均匀的,学生,-1,3,2,-1,-2,-2,1,-1,-1,1,-1,13
女,26~30,均匀的,O,-1,2,1,1,2,1,-1,-1,1,-3,-3,13
女,26~30,偏胖的,服装,-2,3,2,2,1,-1,-1,-1,2,2,1,13
女,26~30,均匀的,教师,-1,3,-1,2,-1,-2,2,1,-1,1,-1,13
女,26~30,均匀的,医师,-2,3,-2,-2,-2,-2,-1,-1,-2,-1,-2,13
女,26~30,偏胖的,医学,-2,3,-1,-1,1,-1,-1,1,-1,-1,-1,13
女,26~30,均匀的,服装,-1,3,-2,-1,-1,1,-2,-1,1,-3,-3,13
女,26~30,均匀的,服装设计,-1,3,-2,3,3,3,-2,-3,-2,-3,-3,13
女,26~30,均匀的,纺织研究助理,-1,3,2,1,1,1,-1,-1,2,-2,-3,13
女,31~40,偏瘦的,(空),-1,3,1,1,2,3,-1,-2,-2,-3,-2,13
女,31~40,均匀的,(空),2,2,-2,1,2,3,2,1,1,-3,-3,13
女,31~40,均匀的,教师,-2,3,1,1,-1,1,2,1,-2,1,1,13
女,31~40,偏胖的,教育,-2,-2,1,-1,-2,2,-2,-1,2,-3,-3,13
男,18~25,均匀的,master of school of architecture,1,2,2,1,2,-1,1,-1,-2,-2,1,13
男,18~25,偏瘦的,广告,-2,1,-1,2,-2,-2,-1,-3,1,-3,-2,13
男,18~25,均匀的,学生,1,-2,1,2,1,1,1,1,1,1,1,13
男,18~25,均匀的,学生,1,3,1,1,1,-1,1,1,-1,1,1,13
男,18~25,均匀的,学生,1,3,1,-1,1,-1,1,-1,-1,1,-1,13
男,18~25,均匀的,学生,2,3,-1,2,-2,-3,3,1,-1,1,-2,13
男,18岁以下,偏瘦的,本科在校学生,1,-1,1,-2,-2,-1,1,-1,-2,-2,-2,13
男,26~30,偏胖的,学生,1,3,1,2,-2,1,-2,1,2,-2,-2,13
男,26~30,均匀的,颜色科学,2,3,-2,2,2,2,2,2,2,2,2,13
男,26~30,偏胖的,(空),-1,3,-1,1,1,-1,-1,1,-1,-1,-1,13
男,26~30,偏瘦的,design master,1,3,1,-3,2,2,-2,1,2,-2,-2,13
男,31~40,偏胖的,工业设计,3,3,2,1,3,3,3,1,3,-3,-2,13
男,31~40,偏胖的,教,1,3,2,1,2,1,1,1,1,2,1,13
男,31~40,偏胖的,(空),2,3,2,3,3,3,-2,3,3,-2,3,13
男,31~40,偏胖的,design phd,-2,3,-1,3,1,2,-3,3,3,-3,-3,13
男,31~40,偏胖的,(空),2,3,2,2,1,3,-2,1,-1,2,-2,13
男,41~50,均匀的,教师,-2,3,-1,-1,1,1,1,1,-1,-3,-3,13
女,18~25,偏胖的,行N企,-3,-2,2,-3,-3,-2,-3,-1,3,-3,-3,14
女,18~25,偏胖的,O,1,-2,2,1,1,2,1,1,3,2,2,14
女,18~25,偏瘦的,学生,2,-3,2,1,2,1,2,1,-2,1,2,14
女,18~25,均匀的,财务会计,2,-2,2,3,1,1,2,1,1,-1,2,14
女,18~25,均匀的,学生,3,-2,3,3,3,2,3,3,1,1,3,14
女,26~30,均匀的,O,-1,-2,1,-1,2,1,-1,1,1,1,-1,14
女,26~30,偏胖的,服装,2,-3,1,2,1,-3,-1,1,-1,-2,-1,14
女,26~30,均匀的,教师,1,-2,2,2,2,2,1,-1,1,1,1,14
女,26~30,均匀的,医师,2,1,2,2,2,2,2,-1,2,-1,3,14
女,26~30,偏胖的,医学,3,-2,3,2,2,2,2,2,2,2,3,14
女,26~30,均匀的,服装,-2,-1,2,-1,-1,1,1,1,-3,1,3,14
女,26~30,均匀的,服装设计,-1,-2,1,1,-1,-2,-1,1,-3,3,2,14
女,26~30,均匀的,纺织研究助理,-2,2,-2,-2,-1,1,-3,-1,-3,1,-3,14
女,31~40,偏瘦的,(空),-3,-1,-3,-2,-3,1,-3,2,-3,3,-3,14
女,31~40,均匀的,(空),-1,-2,3,1,2,-3,3,3,2,3,3,14
女,31~40,均匀的,教师,1,-2,-1,-1,1,-1,-2,-1,-2,1,-2,14
女,31~40,偏胖的,教育,-2,-1,2,1,-2,-2,-2,2,1,2,1,14
男,18~25,均匀的,master of school of architecture,-2,2,-1,-2,-1,-2,-2,-2,-2,-2,-3,14
男,18~25,偏瘦的,广告,1,1,-2,1,1,-1,2,1,3,2,1,14
男,18~25,均匀的,学生,-1,1,1,1,1,1,1,1,-1,-1,-1,14
男,18~25,均匀的,学生,1,3,2,1,1,1,2,-1,-1,1,1,14
男,18~25,均匀的,学生,3,-1,3,3,3,2,3,-1,1,1,1,14
男,18~25,均匀的,学生,3,-2,1,3,-1,-2,3,1,1,2,1,14
男,18岁以下,偏瘦的,本科在校学生,1,-1,1,1,1,1,1,1,-1,-2,-1,14
男,26~30,偏胖的,学生,1,-2,2,-1,2,-1,2,2,-2,-2,2,14
男,26~30,均匀的,颜色科学,-3,3,1,-3,-3,-3,-3,-2,2,-3,-2,14
男,26~30,偏胖的,(空),1,2,1,1,1,-1,1,1,-1,-2,-2,14
男,26~30,偏瘦的,design master,-2,1,2,-2,-1,-2,-1,1,-2,-1,2,14
男,31~40,偏胖的,工业设计,-3,-1,1,-3,-3,-3,-2,1,1,-1,1,14
男,31~40,偏胖的,教,-1,-1,1,1,-1,1,1,1,1,-1,-1,14
男,31~40,偏胖的,(空),1,-3,1,-2,-2,-1,1,1,1,1,-1,14
男,31~40,偏胖的,design phd,-2,2,-1,3,2,1,-1,-2,2,-2,-1,14
男,31~40,偏胖的,(空),-2,-2,-1,2,1,2,-2,-2,-3,-2,-2,14
男,41~50,均匀的,教师,-2,-1,1,1,-1,-1,-2,-1,-2,-2,-2,14
女,18~25,偏胖的,行N企,2,-2,2,1,-2,-3,2,-2,3,1,-2,15
女,18~25,偏胖的,O,1,-1,2,-1,1,1,-1,-2,3,-3,-1,15
女,18~25,偏瘦的,学生,2,2,2,1,1,2,2,-1,2,-2,-2,15
女,18~25,均匀的,财务会计,3,-3,3,3,2,1,3,-1,2,1,3,15
女,18~25,均匀的,学生,3,-2,3,2,2,1,1,3,3,-1,3,15
女,26~30,均匀的,O,1,2,3,1,2,1,1,-1,2,-3,-2,15
女,26~30,偏胖的,服装,-1,-1,-1,2,2,1,-1,-1,1,2,2,15
女,26~30,均匀的,教师,1,2,2,2,2,2,1,-1,2,-1,1,15
女,26~30,均匀的,医师,2,1,2,1,2,2,2,-1,2,-2,2,15
女,26~30,偏胖的,医学,1,-2,2,2,1,-1,-2,-2,2,-2,-1,15
女,26~30,均匀的,服装,1,2,-1,-1,-2,-1,1,-1,1,-1,-1,15
女,26~30,均匀的,服装设计,2,1,2,1,-2,-1,2,-2,3,-3,-3,15
女,26~30,均匀的,纺织研究助理,2,1,3,1,1,2,1,-1,2,-1,1,15
女,31~40,偏瘦的,(空),1,3,1,-1,-2,1,1,-3,-3,-3,-3,15
女,31~40,均匀的,(空),2,2,2,3,2,3,2,2,3,3,3,15
女,31~40,均匀的,教师,-2,1,-1,1,-1,1,2,-1,1,-1,-1,15
女,31~40,偏胖的,教育,-1,-2,1,-1,1,-1,1,1,1,-2,-2,15
男,18~25,均匀的,master of school of architecture,3,2,3,3,3,1,3,1,-2,-1,3,15
男,18~25,偏瘦的,广告,2,1,1,2,1,-1,-2,-1,3,-3,-3,15
男,18~25,均匀的,学生,1,1,1,2,1,1,1,1,1,1,1,15
男,18~25,均匀的,学生,1,-2,2,1,1,1,1,-1,-1,-1,1,15
男,18~25,均匀的,学生,2,2,3,1,1,2,2,-1,1,-1,-1,15
男,18~25,均匀的,学生,3,3,2,1,1,1,2,1,2,1,1,15
男,18岁以下,偏瘦的,本科在校学生,1,-1,2,1,1,2,1,1,-2,-2,-1,15
男,26~30,偏胖的,学生,2,1,3,3,3,-1,3,1,3,3,3,15
男,26~30,均匀的,颜色科学,2,1,2,2,2,2,2,2,2,1,1,15
男,26~30,偏胖的,(空),2,3,2,1,1,1,1,1,-1,-1,-2,15
男,26~30,偏瘦的,design master,3,2,3,2,3,2,2,1,3,2,2,15
男,31~40,偏胖的,工业设计,2,2,2,-1,2,2,2,1,3,1,1,15
男,31~40,偏胖的,教,-1,3,1,1,-1,1,-1,1,1,1,-1,15
男,31~40,偏胖的,(空),2,-2,2,-1,1,1,-2,2,2,-2,-2,15
男,31~40,偏胖的,design phd,1,-2,1,3,3,-2,2,1,1,-2,-1,15
男,31~40,偏胖的,(空),-2,-2,-3,-2,-3,-3,-3,1,-1,-2,-3,15
男,41~50,均匀的,教师,1,1,2,1,1,2,1,-2,2,-2,-3,15
女,18~25,偏胖的,行N企,-2,-1,2,-3,-3,-3,2,-2,1,-3,-2,16
女,18~25,偏胖的,O,-3,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,16
女,18~25,偏瘦的,学生,1,-1,1,-1,-2,2,2,-3,3,-3,-3,16
女,18~25,均匀的,财务会计,3,-3,3,3,3,2,3,-1,2,1,2,16
女,18~25,均匀的,学生,1,-3,2,2,-1,3,2,3,3,-1,1,16
女,26~30,均匀的,O,-2,-2,1,-2,1,1,-2,1,-1,-3,-3,16
女,26~30,偏胖的,服装,1,-2,-2,-1,1,2,-1,-1,-1,1,1,16
女,26~30,均匀的,教师,1,-2,1,2,2,2,1,-1,2,-1,1,16
女,26~30,均匀的,医师,2,-1,2,1,2,1,2,-1,2,-1,2,16
女,26~30,偏胖的,医学,1,-2,1,1,-2,1,-1,1,-1,-1,1,16
女,26~30,均匀的,服装,-1,-2,2,-1,-1,-1,-1,1,-2,-1,1,16
女,26~30,均匀的,服装设计,-2,-1,1,-2,1,-1,-1,-1,-3,-3,-3,16
女,26~30,均匀的,纺织研究助理,-2,2,2,-1,1,-1,-3,-1,-3,-2,-2,16
女,31~40,偏瘦的,(空),-3,1,1,-3,-3,-3,-3,-2,-3,3,-3,16
女,31~40,均匀的,(空),2,-2,2,1,2,1,2,3,3,3,3,16
女,31~40,均匀的,教师,-1,-2,1,1,-1,1,-1,-1,-1,-1,-1,16
女,31~40,偏胖的,教育,-2,-2,2,-2,-3,-3,-1,-2,-3,-3,-3,16
