Gender,Age,Figure,Job,Heavy:Light,Passive:Active,Cold:Warm,Dirty:Clean,Traditional:Modern,Plain: Gaudy,Tense:Relaxed,FatL:SlimL,Masculine:Feminine,HMatch:EMatch,Dislike:Like,Group
男,31~40,偏胖的,工业设计,2,3,3,-1,1,1,2,1,1,1,1,24
男,31~40,偏胖的,教,-1,2,1,2,1,1,1,1,1,1,2,24
男,31~40,偏胖的,(空),2,-1,2,-1,1,1,-2,2,2,-1,1,24
男,31~40,偏胖的,design phd,-1,-2,2,-1,-1,-1,1,-1,1,-2,-3,24
男,31~40,偏胖的,(空),1,-2,2,2,3,-1,2,-1,2,-2,2,24
男,41~50,均匀的,教师,1,1,1,1,-2,-2,-2,1,2,-2,-2,24
女,18~25,偏胖的,行N企,3,-1,2,2,1,1,2,-1,2,1,1,25
女,18~25,偏胖的,O,1,1,-1,1,1,2,-1,-2,1,-3,-3,25
女,18~25,偏瘦的,学生,1,2,-1,1,1,-2,1,2,2,2,2,25
女,18~25,均匀的,财务会计,-2,-1,-2,3,-2,-1,-1,-1,1,-1,2,25
女,18~25,均匀的,学生,1,1,-1,-1,1,1,-2,-3,1,-1,-3,25
女,26~30,均匀的,O,-1,2,-1,-1,1,-1,-1,-1,-1,-3,-2,25
女,26~30,偏胖的,服装,-3,-2,-2,-1,-2,-1,-2,-2,2,-1,-3,25
女,26~30,均匀的,教师,-2,1,-1,-1,-2,-2,-2,1,-2,-2,-2,25
女,26~30,均匀的,医师,-2,1,-1,-2,-2,-1,-2,1,1,-1,1,25
女,26~30,偏胖的,医学,2,2,1,3,3,2,3,-1,2,1,2,25
女,26~30,均匀的,服装,-1,2,-1,-3,-1,1,1,-1,-1,-3,-1,25
女,26~30,均匀的,服装设计,3,1,2,1,2,3,-1,-2,3,-2,-3,25
女,26~30,均匀的,纺织研究助理,1,3,3,2,1,2,1,1,1,1,2,25
女,31~40,偏瘦的,(空),-2,1,-1,-3,-2,1,-2,-3,-3,-3,-3,25
女,31~40,均匀的,(空),3,2,2,1,-3,-2,2,2,3,3,1,25
女,31~40,均匀的,教师,-2,1,1,1,-1,1,-2,1,-1,-1,1,25
女,31~40,偏胖的,教育,3,-2,2,1,3,2,3,1,2,3,3,25
男,18~25,均匀的,master of school of architecture,3,1,3,3,3,1,3,-2,1,-1,3,25
男,18~25,偏瘦的,广告,-1,1,1,-3,-1,-2,-1,-1,-1,-2,-3,25
男,18~25,均匀的,学生,1,1,1,1,1,1,1,2,1,1,1,25
男,18~25,均匀的,学生,-1,-2,-1,-1,1,2,-1,-1,1,-1,-1,25
男,18~25,均匀的,学生,-2,3,1,-2,-3,-3,-2,1,1,1,1,25
男,18~25,均匀的,学生,-2,2,-1,-3,-2,-1,-2,-1,-1,-2,-2,25
男,18岁以下,偏瘦的,本科在校学生,-2,1,1,-1,-1,-1,-1,1,1,-2,-2,25
男,26~30,偏胖的,学生,2,1,1,2,1,-1,3,-1,3,1,3,25
男,26~30,均匀的,颜色科学,1,2,1,1,1,1,1,1,1,1,-1,25
男,26~30,偏胖的,(空),-1,1,1,1,1,2,1,1,-1,1,-1,25
男,26~30,偏瘦的,design master,2,2,2,-2,2,1,1,-2,2,-2,1,25
男,31~40,偏胖的,工业设计,2,3,3,-2,1,2,2,-1,3,-3,-3,25
男,31~40,偏胖的,教,1,2,1,1,-1,1,1,1,1,-2,1,25
男,31~40,偏胖的,(空),3,-2,2,3,3,3,-1,2,2,-1,2,25
男,31~40,偏胖的,design phd,2,-1,2,-1,-3,-3,-1,-1,-1,-2,-3,25
男,31~40,偏胖的,(空),2,-2,1,-2,2,2,1,2,1,1,-2,25
男,41~50,均匀的,教师,-1,1,1,-2,1,-1,-1,-1,2,-3,-2,25
女,18~25,偏胖的,行N企,2,-2,1,-2,-3,-3,2,-2,1,-2,-3,26
女,18~25,偏胖的,O,-2,-2,-2,-3,-2,-2,-2,-3,-2,-2,-3,26
女,18~25,偏瘦的,学生,1,1,1,-3,-2,2,1,-2,-3,-3,-3,26
女,18~25,均匀的,财务会计,1,-3,-1,3,2,2,1,-1,1,-1,1,26
女,18~25,均匀的,学生,-1,-3,-1,3,-2,3,-1,-2,-2,-2,-1,26
女,26~30,均匀的,O,-2,-2,-1,-2,1,-1,-1,1,-1,-3,-3,26
女,26~30,偏胖的,服装,1,-2,-2,-1,-1,1,1,-2,-1,1,-1,26
女,26~30,均匀的,教师,-1,-1,-1,-1,3,2,-1,1,-1,-3,-2,26
女,26~30,均匀的,医师,-2,-2,-1,-1,-1,-1,-2,-1,-2,-3,-2,26
女,26~30,偏胖的,医学,1,-2,2,-2,2,2,-2,-1,2,-1,-3,26
女,26~30,均匀的,服装,1,-2,1,-1,-1,-1,-1,1,-3,-2,-2,26
女,26~30,均匀的,服装设计,-1,-3,-2,-3,-3,-3,-1,1,1,-3,-3,26
女,26~30,均匀的,纺织研究助理,-2,-1,-1,1,1,1,-1,-1,2,1,1,26
女,31~40,偏瘦的,(空),-3,-2,-3,1,-3,-3,-3,2,-1,3,-3,26
女,31~40,均匀的,(空),-2,-2,-1,-2,2,-2,2,3,1,3,3,26
女,31~40,均匀的,教师,-2,-2,-1,-1,-1,1,-1,-1,-2,1,1,26
女,31~40,偏胖的,教育,-2,-2,2,-2,-2,-3,-1,-2,-3,-3,-2,26
男,18~25,均匀的,master of school of architecture,-1,-1,-1,1,-3,-3,1,-2,-2,2,2,26
男,18~25,偏瘦的,广告,-1,1,1,-1,-1,-2,2,1,-3,3,2,26
男,18~25,均匀的,学生,1,-2,2,2,2,1,1,2,1,1,1,26
男,18~25,均匀的,学生,-1,-2,-1,1,1,2,1,1,-1,-1,-1,26
男,18~25,均匀的,学生,1,-2,-1,-1,1,1,-1,-2,-2,-2,-3,26
男,18~25,均匀的,学生,-2,-1,-2,-2,-1,-1,-2,-3,-1,-3,-2,26
男,18岁以下,偏瘦的,本科在校学生,2,-1,2,1,1,2,2,1,2,-2,1,26
男,26~30,偏胖的,学生,3,-1,2,2,-2,-2,3,-1,-2,2,2,26
男,26~30,均匀的,颜色科学,-1,2,-2,-2,-3,-3,-1,-1,-1,-1,-1,26
男,26~30,偏胖的,(空),1,-1,1,2,2,1,-1,1,1,-1,-1,26
男,26~30,偏瘦的,design master,-1,1,2,-2,-1,-3,2,1,2,2,1,26
男,31~40,偏胖的,工业设计,-2,1,-1,-3,-3,-3,-1,1,-3,2,1,26
男,31~40,偏胖的,教,-2,-2,-2,-2,-2,-3,-2,-1,-2,-2,-2,26
男,31~40,偏胖的,(空),1,-3,1,-2,1,-2,2,2,2,2,1,26
男,31~40,偏胖的,design phd,-1,-3,1,-1,1,-1,1,-1,-3,1,-2,26
男,31~40,偏胖的,(空),2,-3,-1,2,-2,-1,2,2,1,2,-1,26
男,41~50,均匀的,教师,-2,1,-2,1,-1,-3,-3,1,-2,2,-3,26
女,18~25,偏胖的,行N企,1,3,-2,-1,1,-2,2,-2,1,-3,-3,27
女,18~25,偏胖的,O,-1,3,-1,-1,1,1,-1,-3,3,-3,-3,27
女,18~25,偏瘦的,学生,1,3,-1,-1,1,1,1,-1,1,-1,-2,27
女,18~25,均匀的,财务会计,-1,1,-2,3,1,-1,-1,1,-1,-2,-1,27
女,18~25,均匀的,学生,-1,3,-1,-1,1,1,-1,-2,-2,-2,-1,27
女,26~30,均匀的,O,1,2,-1,1,2,1,1,-1,-1,1,-3,27
女,26~30,偏胖的,服装,-2,3,1,-1,1,1,-1,-1,2,-1,1,27
女,26~30,均匀的,教师,-1,2,-1,1,1,1,-1,1,-2,-3,-2,27
女,26~30,均匀的,医师,-1,2,-1,1,1,1,-1,1,-1,-1,1,27
女,26~30,偏胖的,医学,-1,2,2,1,-1,2,2,2,-1,1,-1,27
女,26~30,均匀的,服装,-1,1,1,-1,1,1,-1,-1,-1,-1,-1,27
女,26~30,均匀的,服装设计,3,2,1,-3,2,2,1,-3,-1,-3,-3,27
女,26~30,均匀的,纺织研究助理,1,-1,-1,1,1,3,1,-1,-3,-3,-3,27
女,31~40,偏瘦的,(空),2,3,1,2,3,2,2,-3,1,-3,2,27
女,31~40,均匀的,(空),2,2,-2,2,3,3,2,-1,1,-3,-2,27
女,31~40,均匀的,教师,-1,3,-2,-1,-1,1,-1,-1,-1,-2,1,27
女,31~40,偏胖的,教育,2,2,-2,1,3,2,-2,1,1,-2,2,27
男,18~25,均匀的,master of school of architecture,3,1,3,3,3,3,3,1,-2,-2,2,27
男,18~25,偏瘦的,广告,2,1,1,-2,-3,-2,-2,-1,2,-2,-1,27
男,18~25,均匀的,学生,1,-3,1,2,1,1,1,2,1,1,1,27
男,18~25,均匀的,学生,1,3,-1,1,2,1,1,1,-1,1,2,27
男,18~25,均匀的,学生,1,3,-1,3,2,2,2,2,1,2,2,27
男,18~25,均匀的,学生,-1,2,-1,-1,1,-1,-3,1,-2,-3,-3,27
男,18岁以下,偏瘦的,本科在校学生,-1,1,-1,1,1,2,1,1,-1,-2,-1,27
男,26~30,偏胖的,学生,2,1,1,2,2,3,-2,3,3,1,-2,27
男,26~30,均匀的,颜色科学,2,2,-1,3,3,3,3,2,2,2,2,27
男,26~30,偏胖的,(空),1,3,-1,2,1,1,-1,1,-1,-1,-1,27
男,26~30,偏瘦的,design master,2,3,-1,-3,3,1,2,-1,3,-2,-3,27
男,31~40,偏胖的,工业设计,3,3,1,2,3,3,2,1,3,-3,-3,27
男,31~40,偏胖的,教,-2,-2,-1,-1,-1,-2,-2,-1,-2,-1,-1,27
男,31~40,偏胖的,(空),-2,-2,-2,3,3,3,-1,-1,2,-2,-2,27
男,31~40,偏胖的,design phd,-2,3,1,1,2,1,1,-1,3,-2,-3,27
男,31~40,偏胖的,(空),3,1,1,2,-2,2,-1,-1,-2,2,2,27
男,41~50,均匀的,教师,1,2,1,1,-1,2,1,1,2,-2,-2,27
女,18~25,偏胖的,行N企,2,-2,-3,-1,-2,-3,2,-1,1,1,-1,28
女,18~25,偏胖的,O,-3,-2,-2,-2,-1,1,-1,-3,-3,-3,-3,28
女,18~25,偏瘦的,学生,1,3,-1,1,1,1,1,2,-3,2,3,28
女,18~25,均匀的,财务会计,1,1,1,3,2,1,1,1,-1,-1,1,28
女,18~25,均匀的,学生,1,-3,1,1,-1,-1,1,-1,-1,1,-2,28
女,26~30,均匀的,O,-1,-2,-1,1,1,-1,1,-1,-2,-2,-2,28
女,26~30,偏胖的,服装,-1,-2,1,2,1,-1,-2,-2,1,-1,-1,28
女,26~30,均匀的,教师,-1,2,-1,1,1,2,-1,1,-1,-2,-2,28
女,26~30,均匀的,医师,-2,1,-1,-2,-2,-2,-2,-1,-2,-2,-3,28
女,26~30,偏胖的,医学,1,-1,-1,-2,1,1,-1,-1,1,2,2,28
女,26~30,均匀的,服装,1,1,1,1,1,1,1,-1,-3,1,-1,28
女,26~30,均匀的,服装设计,2,2,1,2,2,2,-2,-3,-3,-3,-3,28
女,26~30,均匀的,纺织研究助理,1,-1,1,2,1,1,2,-1,-1,-2,1,28
女,31~40,偏瘦的,(空),-1,3,-2,2,1,1,1,1,1,1,1,28
女,31~40,均匀的,(空),2,-2,-2,1,2,3,1,-1,-2,-2,-3,28
女,31~40,均匀的,教师,1,2,-1,-2,1,-1,1,-1,-2,-2,1,28
女,31~40,偏胖的,教育,3,-2,-2,3,3,-1,3,2,-1,3,3,28
男,18~25,均匀的,master of school of architecture,3,-2,3,3,2,-1,3,2,-2,2,3,28
男,18~25,偏瘦的,广告,-2,-1,-1,3,-3,-3,-1,2,-3,3,1,28
男,18~25,均匀的,学生,1,-1,2,1,1,1,1,1,1,1,1,28
男,18~25,均匀的,学生,1,-2,1,1,1,1,1,1,-1,-1,1,28
男,18~25,均匀的,学生,-1,3,-1,-2,1,-1,-1,1,-1,1,-2,28
男,18~25,均匀的,学生,1,2,-1,1,1,1,2,1,-1,-1,1,28
男,18岁以下,偏瘦的,本科在校学生,-2,-2,1,-1,-1,-1,-2,1,-2,-2,-1,28
男,26~30,偏胖的,学生,2,1,1,2,2,-1,2,2,-1,2,-1,28
男,26~30,均匀的,颜色科学,3,2,-3,3,3,3,3,3,-2,3,3,28
男,26~30,偏胖的,(空),-1,1,1,1,1,-1,-1,1,-1,-3,-3,28
男,26~30,偏瘦的,design master,2,2,-2,2,3,-1,2,1,-1,3,3,28
男,31~40,偏胖的,工业设计,1,2,-1,-1,-1,-2,-1,1,-1,1,1,28
男,31~40,偏胖的,教,1,-2,2,3,3,3,2,2,1,1,2,28
男,31~40,偏胖的,(空),-1,-2,-2,1,2,1,2,2,1,1,2,28
男,31~40,偏胖的,design phd,-2,1,-2,-1,-1,-1,-1,-2,-2,1,-3,28
男,31~40,偏胖的,(空),3,-2,1,3,1,-2,2,-1,2,-2,-1,28
男,41~50,均匀的,教师,1,2,-1,1,-1,-2,-1,1,2,-2,-1,28
女,18~25,偏胖的,行N企,2,3,-2,2,1,-1,2,-2,3,-2,-2,29
女,18~25,偏胖的,O,-1,2,1,-3,-1,3,-3,-3,3,-3,-3,29
女,18~25,偏瘦的,学生,1,3,1,-1,1,1,1,-1,-2,-2,-2,29
女,18~25,均匀的,财务会计,1,1,1,3,1,-1,1,-1,-1,-1,-2,29
女,18~25,均匀的,学生,1,3,2,1,2,3,3,-1,-1,1,-1,29
女,26~30,均匀的,O,-1,-2,1,-1,1,1,-1,-1,1,-3,-3,29
女,26~30,偏胖的,服装,3,3,2,1,2,-1,1,2,1,2,2,29
女,26~30,均匀的,教师,-1,2,-1,1,1,1,-1,1,-2,-2,-2,29
女,26~30,均匀的,医师,-2,3,-1,-2,-2,-2,-2,-1,-2,-2,-2,29
女,26~30,偏胖的,医学,-1,3,2,1,-1,2,1,1,-1,1,-2,29
女,26~30,均匀的,服装,-1,2,-1,-2,1,2,-1,-3,3,-3,-3,29
女,26~30,均匀的,服装设计,1,2,-1,-3,1,3,-1,-3,3,-3,-3,29
女,26~30,均匀的,纺织研究助理,2,2,2,2,1,1,2,-3,-1,-2,-1,29
女,31~40,偏瘦的,(空),1,3,1,1,2,2,1,-3,-3,-3,-3,29
女,31~40,均匀的,(空),1,-1,-1,1,2,2,1,-1,1,-3,-2,29
女,31~40,均匀的,教师,1,2,-2,-2,-1,1,-2,-2,-1,1,-1,29
女,31~40,偏胖的,教育,1,-2,1,-1,2,3,-2,-1,3,-2,-3,29
男,18~25,均匀的,master of school of architecture,3,2,3,3,3,2,3,1,1,-1,2,29
男,18~25,偏瘦的,广告,1,1,-2,-3,-3,-3,-2,-3,1,-3,-3,29
男,18~25,均匀的,学生,1,1,1,1,1,1,1,1,1,1,1,29
男,18~25,均匀的,学生,-1,3,1,-1,1,-1,1,-1,-1,-1,-1,29
男,18~25,均匀的,学生,-1,3,-2,-1,-1,-1,-1,-1,-1,-1,-2,29
男,18~25,均匀的,学生,2,3,-1,-1,-2,-1,1,1,-1,-1,-1,29
男,18岁以下,偏瘦的,本科在校学生,-2,-1,-1,-2,-2,-1,-1,1,-1,-3,-2,29
男,26~30,偏胖的,学生,1,2,1,1,-2,-2,-1,1,2,-2,-1,29
男,26~30,均匀的,颜色科学,2,3,1,3,2,2,2,2,2,1,2,29
男,26~30,偏胖的,(空),1,2,1,1,1,-1,-1,1,-1,-3,-3,29
男,26~30,偏瘦的,design master,2,2,2,-2,3,2,-1,1,3,-2,-3,29
男,31~40,偏胖的,工业设计,3,3,1,-2,2,2,1,1,3,-3,-3,29
男,31~40,偏胖的,教,2,-2,1,2,1,2,2,2,1,-1,-1,29
男,31~40,偏胖的,(空),3,-2,3,3,3,3,-2,2,2,-2,2,29
男,31~40,偏胖的,design phd,2,2,2,-1,-1,1,-1,1,3,-3,-3,29
男,31~40,偏胖的,(空),3,2,3,3,1,2,2,-2,3,-3,-2,29
男,41~50,均匀的,教师,1,3,1,-1,1,1,1,1,2,-1,-2,29
女,18~25,偏胖的,行N企,3,-2,-1,1,-3,-3,1,-1,3,-1,-1,30
女,18~25,偏胖的,O,1,-2,1,-1,1,2,1,-3,3,-3,-3,30
女,18~25,偏瘦的,学生,1,2,1,1,1,1,2,-1,1,-2,-2,30
女,18~25,均匀的,财务会计,-2,-2,-1,3,1,-3,-1,-1,-1,-2,-1,30
女,18~25,均匀的,学生,1,-3,-1,1,-1,1,1,1,-2,1,-1,30
女,26~30,均匀的,O,1,-2,1,1,3,1,1,1,1,-1,1,30
女,26~30,偏胖的,服装,-2,-2,-1,2,-2,2,1,-1,2,-2,1,30
女,26~30,均匀的,教师,-1,1,1,-1,-1,-1,-1,1,-2,-1,-2,30
女,26~30,均匀的,医师,-2,-1,-2,-2,-2,-2,-2,1,-2,-1,-2,30
女,26~30,偏胖的,医学,-1,-1,-2,2,1,2,1,-2,-1,-2,-2,30
女,26~30,均匀的,服装,1,-1,1,-1,-1,1,1,-1,1,-2,-1,30
女,26~30,均匀的,服装设计,3,1,2,3,-2,1,3,1,3,1,-1,30
女,26~30,均匀的,纺织研究助理,1,1,3,2,1,2,2,-1,-2,-2,-1,30
女,31~40,偏瘦的,(空),-1,3,1,-3,-1,1,-1,1,-3,-3,-3,30
女,31~40,均匀的,(空),2,-2,1,1,-3,-3,1,2,1,2,3,30
女,31~40,均匀的,教师,-1,-2,1,-1,-1,-1,-1,-1,-2,-2,1,30
女,31~40,偏胖的,教育,2,-2,2,1,2,-2,2,1,3,3,3,30
男,18~25,均匀的,master of school of architecture,3,-1,3,1,1,-1,3,-1,-2,2,3,30
男,18~25,偏瘦的,广告,1,-1,1,2,1,-1,2,2,-2,3,2,30
男,18~25,均匀的,学生,1,-1,1,1,1,1,1,1,1,1,1,30
男,18~25,均匀的,学生,-1,-2,1,-1,-1,-1,1,-1,-1,1,1,30
男,18~25,均匀的,学生,-2,1,-1,-2,-2,-2,-2,3,-2,3,3,30
男,18~25,均匀的,学生,-1,-1,-1,-3,1,-2,-1,-1,-1,-1,-1,30
男,18岁以下,偏瘦的,本科在校学生,-2,1,-1,-3,-1,-2,-1,1,-2,-3,-2,30
男,26~30,偏胖的,学生,-1,-1,2,-3,-1,-2,2,-1,3,-1,-3,30
男,26~30,均匀的,颜色科学,-2,2,-2,-2,-2,-2,-1,-2,-2,-2,-2,30
男,26~30,偏胖的,(空),-1,1,1,1,1,-1,-1,1,-1,-2,-2,30
男,26~30,偏瘦的,design master,3,1,3,2,3,3,3,-2,2,-2,1,30
男,31~40,偏胖的,工业设计,-1,2,1,-3,-2,-3,-1,-1,1,-1,-2,30
男,31~40,偏胖的,教,-1,-2,-1,1,-1,-2,-2,-2,-2,-2,-2,30
男,31~40,偏胖的,(空),1,-3,1,-2,-1,-1,1,2,2,2,-1,30
男,31~40,偏胖的,design phd,1,-2,1,-1,-2,-1,1,-1,2,-1,-2,30
男,31~40,偏胖的,(空),1,-3,2,-1,1,1,-2,1,-2,2,1,30
男,41~50,均匀的,教师,1,-1,2,1,1,1,1,1,2,2,-1,30
女,18~25,偏胖的,行N企,3,-3,-2,3,2,-3,3,-2,1,3,3,31
女,18~25,偏胖的,O,3,-3,-1,3,2,2,3,2,3,3,3,31
女,18~25,偏瘦的,学生,2,2,1,1,1,2,2,-1,-2,-2,2,31
女,18~25,均匀的,财务会计,2,-3,3,3,2,2,3,-1,3,1,3,31
女,18~25,均匀的,学生,2,-3,2,2,1,1,-1,1,3,1,3,31
女,26~30,均匀的,O,1,-2,-1,3,-3,-3,3,-1,1,3,3,31
女,26~30,偏胖的,服装,2,-1,2,1,2,2,1,3,2,3,1,31
女,26~30,均匀的,教师,2,-1,1,2,2,2,2,-1,3,1,1,31
女,26~30,均匀的,医师,2,-1,2,2,2,2,2,-2,2,-2,2,31
女,26~30,偏胖的,医学,-1,2,-1,2,1,-1,1,-2,2,-1,-2,31
女,26~30,均匀的,服装,-1,-1,-2,-1,-1,-2,-1,-2,1,-1,-2,31
女,26~30,均匀的,服装设计,2,-3,1,3,1,-3,2,-2,1,2,-3,31
女,26~30,均匀的,纺织研究助理,1,-3,-1,1,-2,-2,-1,-1,-2,2,-1,31
女,31~40,偏瘦的,(空),2,1,-1,2,-2,-3,2,-3,-1,3,-1,31
女,31~40,均匀的,(空),2,-2,-2,2,3,2,3,1,1,3,3,31
女,31~40,均匀的,教师,1,-2,-1,-2,1,-1,-2,-1,-2,1,1,31
女,31~40,偏胖的,教育,2,-2,-2,2,3,-2,2,2,2,3,2,31
男,18~25,均匀的,master of school of architecture,3,-3,-1,3,1,-3,3,-2,-3,3,1,31
男,18~25,偏瘦的,广告,3,1,3,3,-3,-3,3,3,-1,3,3,31
男,18~25,均匀的,学生,1,1,1,1,1,1,1,1,1,1,1,31
男,18~25,均匀的,学生,2,-3,1,1,2,1,2,1,1,1,1,31
男,18~25,均匀的,学生,2,-1,3,2,3,2,3,2,1,1,1,31
男,18~25,均匀的,学生,2,-2,2,1,2,2,1,1,3,1,1,31
男,18岁以下,偏瘦的,本科在校学生,3,-1,3,2,2,3,2,2,2,-1,3,31
男,26~30,偏胖的,学生,1,1,-1,3,3,1,2,-2,-2,3,2,31
男,26~30,均匀的,颜色科学,1,-1,-1,-1,-3,-2,1,1,-2,1,2,31
男,26~30,偏胖的,(空),2,-1,3,2,2,2,2,1,1,1,-1,31
男,26~30,偏瘦的,design master,3,-1,-3,2,1,-3,-1,-2,-1,3,1,31
男,31~40,偏胖的,工业设计,-1,2,-1,-1,-1,-2,1,-1,-3,3,3,31
男,31~40,偏胖的,教,-2,-2,-1,-2,-2,-2,-1,-2,-2,-2,-2,31
男,31~40,偏胖的,(空),3,-3,1,2,1,-3,3,2,1,3,3,31
男,31~40,偏胖的,design phd,-1,-3,-1,1,-1,-1,-1,1,-2,2,-2,31
男,31~40,偏胖的,(空),1,-3,2,-2,-1,-1,2,-1,1,2,2,31
男,41~50,均匀的,教师,-2,-2,-2,2,-2,-2,-2,1,1,-2,-2,31
女,18~25,偏胖的,行N企,1,1,-2,-1,-2,-3,1,-1,1,-2,-2,32
女,18~25,偏胖的,O,-1,1,-3,1,1,1,-3,-3,-3,-3,-3,32
女,18~25,偏瘦的,学生,1,-1,1,-3,-2,2,2,-2,-3,-3,-3,32
女,18~25,均匀的,财务会计,1,-2,-1,1,1,2,-1,-1,2,-1,-2,32
女,18~25,均匀的,学生,-1,-2,-1,2,-1,1,1,1,-1,-1,-1,32
女,26~30,均匀的,O,1,-2,-1,1,2,1,1,-1,-1,-1,1,32
女,26~30,偏胖的,服装,-2,-3,1,1,-1,1,-2,1,2,-2,-2,32
女,26~30,均匀的,教师,1,1,1,1,2,2,1,-1,2,-3,-2,32
女,26~30,均匀的,医师,-1,-1,2,-2,-1,-1,-1,-1,2,-2,-1,32
女,26~30,偏胖的,医学,-1,-1,1,-2,-1,1,1,-1,1,1,-2,32
女,26~30,均匀的,服装,-1,-1,-1,-1,-2,-1,-1,-2,-1,-1,-1,32
女,26~30,均匀的,服装设计,2,-2,1,3,3,2,3,-2,-3,-3,-3,32
女,26~30,均匀的,纺织研究助理,1,-2,2,1,1,2,2,-2,-1,-2,-1,32
女,31~40,偏瘦的,(空),-3,2,-2,-2,-1,-1,-3,2,-3,-3,-3,32
女,31~40,均匀的,(空),-1,-2,-2,1,-1,1,-1,1,-2,-3,-3,32
女,31~40,均匀的,教师,-2,-2,-1,-1,-1,-2,1,-1,1,1,-2,32
女,31~40,偏胖的,教育,1,3,-2,2,2,2,3,2,-1,1,2,32
男,18~25,均匀的,master of school of architecture,-1,2,-1,2,2,1,-1,2,-2,-3,-1,32
男,18~25,偏瘦的,广告,-1,1,-1,2,1,-1,1,3,1,3,2,32
男,18~25,均匀的,学生,1,-2,1,1,1,1,1,1,1,1,1,32
男,18~25,均匀的,学生,-1,3,1,1,1,2,-1,-1,1,-1,-1,32
男,18~25,均匀的,学生,2,-1,2,2,2,2,1,1,2,2,2,32
男,18~25,均匀的,学生,-2,-2,1,-2,-1,-1,-1,-1,2,-2,-1,32
男,18岁以下,偏瘦的,本科在校学生,-2,1,1,1,-2,2,1,-2,2,-2,-2,32
男,26~30,偏胖的,学生,1,2,-1,2,2,2,1,1,1,1,1,32
男,26~30,均匀的,颜色科学,-1,1,-1,-1,1,1,1,-1,1,-1,-1,32
男,26~30,偏胖的,(空),2,2,2,1,2,2,1,1,-1,1,-1,32
男,26~30,偏瘦的,design master,2,1,-2,2,3,1,3,-1,2,1,2,32
男,31~40,偏胖的,工业设计,-2,2,-1,-1,-1,-1,-1,1,3,-3,-3,32
男,31~40,偏胖的,教,-1,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,32
男,31~40,偏胖的,(空),-1,-3,-1,1,1,1,-1,-1,1,-1,-2,32
男,31~40,偏胖的,design phd,1,-2,1,1,1,-1,1,1,2,-2,-2,32
男,31~40,偏胖的,(空),3,2,2,2,3,-1,2,-1,2,1,1,32
男,41~50,均匀的,教师,-1,1,-2,1,-2,-2,-1,-1,-1,1,-2,32
