,Gender,Age,Figure,Job,Heavy:Light,Passive:Active,Cold:Warm,Dirty:Clean,Traditional:Modern,Plain: Gaudy,Tense:Relaxed,FatL:SlimL,Masculine:Feminine,HMatch:EMatch,Dislike:Like,Group
565,男,18~25,均匀的,学生,3,1,3,3,2,2,3,2,3,2,3,16
566,男,18~25,均匀的,学生,3,-2,1,3,2,2,3,1,3,-1,2,16
567,男,18岁以下,偏瘦的,本科在校学生,1,-1,2,1,1,2,1,1,1,-2,-1,16
568,男,26~30,偏胖的,学生,-1,-1,3,-1,-1,-1,3,-2,-1,2,2,16
569,男,26~30,均匀的,颜色科学,-1,1,-1,-2,-2,-3,-2,-1,1,-1,-1,16
570,男,26~30,偏胖的,(空),2,-1,2,2,2,1,2,1,1,-1,-2,16
571,男,26~30,偏瘦的,design master,-2,-1,2,-1,-2,-3,2,1,-2,1,2,16
572,男,31~40,偏胖的,工业设计,-2,1,1,-2,-2,-2,-2,-1,1,-2,-2,16
573,男,31~40,偏胖的,教師,-1,-2,1,1,-1,2,1,1,-1,1,2,16
574,男,31~40,偏胖的,(空),1,-3,1,-2,1,1,-1,1,1,-2,-2,16
575,男,31~40,偏胖的,design phd,-2,-2,-2,1,-2,-2,-1,2,-2,2,3,16
576,男,31~40,偏胖的,(空),-3,-3,2,-3,-3,-3,-1,-2,-2,-3,-3,16
577,男,41~50,均匀的,教师,-2,-1,-1,1,-1,-2,-2,-1,-2,-3,-3,16
578,女,18~25,偏胖的,行銷企劃,3,2,2,1,1,2,1,1,1,2,2,17
579,女,18~25,偏胖的,設計師,-3,-1,-2,-3,-3,-3,-2,-3,-3,-3,-3,17
580,女,18~25,偏瘦的,学生,1,2,2,-2,-3,2,2,-3,3,-3,-3,17
581,女,18~25,均匀的,财务会计,-1,-3,1,3,1,1,1,-1,1,-1,-1,17
582,女,18~25,均匀的,学生,3,1,3,1,1,3,3,-3,3,-1,-1,17
583,女,26~30,均匀的,設計,2,2,2,1,2,2,2,1,1,2,1,17
584,女,26~30,偏胖的,服装,-2,-1,-1,2,2,1,-1,2,-1,2,-1,17
585,女,26~30,均匀的,教师,-1,3,1,1,3,3,-1,-2,3,-2,-1,17
586,女,26~30,均匀的,医师,1,1,2,1,1,1,1,-1,2,-1,1,17
587,女,26~30,偏胖的,医学,2,2,3,2,3,3,3,-2,2,-2,-3,17
588,女,26~30,均匀的,服装,-1,1,-1,-3,-2,-1,-1,-1,-1,-1,-1,17
589,女,26~30,均匀的,服装设计,3,-1,2,-2,2,3,3,-3,-2,-3,-3,17
590,女,26~30,均匀的,纺织研究助理,-1,2,2,-1,-1,-1,1,-2,-3,1,-3,17
591,女,31~40,偏瘦的,(空),-2,3,1,-3,-2,-3,-3,-3,-3,-3,-3,17
592,女,31~40,均匀的,(空),3,-1,2,-1,1,-1,2,2,3,2,1,17
593,女,31~40,均匀的,教师,-1,2,1,-1,-2,-1,-1,-1,1,-1,-1,17
594,女,31~40,偏胖的,教育,-1,-1,2,-2,-3,-2,-2,1,-1,1,-2,17
595,男,18~25,均匀的,master of school of architecture,2,-2,3,2,-1,-2,2,-2,-2,1,1,17
596,男,18~25,偏瘦的,广告,-1,1,-1,-3,-2,-3,-1,-3,-3,-3,-3,17
597,男,18~25,均匀的,学生,1,2,1,1,1,1,1,1,1,1,1,17
598,男,18~25,均匀的,学生,1,1,2,1,1,2,1,1,1,1,1,17
599,男,18~25,均匀的,学生,2,3,2,3,2,3,2,-1,3,-1,2,17
600,男,18~25,均匀的,学生,1,-2,1,1,1,2,-2,1,2,-2,1,17
601,男,18岁以下,偏瘦的,本科在校学生,1,-1,2,1,1,2,1,1,1,-1,-1,17
602,男,26~30,偏胖的,学生,-1,1,3,2,-2,-2,3,-2,1,-1,-2,17
603,男,26~30,均匀的,颜色科学,1,3,1,3,-1,1,-1,1,1,-1,-1,17
604,男,26~30,偏胖的,(空),2,2,2,2,2,2,2,1,1,-1,-2,17
605,男,26~30,偏瘦的,design master,-2,2,2,-1,-3,-3,3,-1,-2,-2,-1,17
606,男,31~40,偏胖的,工业设计,1,3,3,-1,1,1,1,-1,1,1,-3,17
607,男,31~40,偏胖的,教師,1,-2,-1,2,-1,1,1,1,-1,1,1,17
608,男,31~40,偏胖的,(空),1,-2,1,2,1,1,-1,1,1,1,-2,17
609,男,31~40,偏胖的,design phd,-1,-2,1,1,-1,-1,-1,-2,2,-2,-3,17
610,男,31~40,偏胖的,(空),2,-3,1,2,3,-1,-2,-1,-2,-1,-2,17
611,男,41~50,均匀的,教师,-1,1,1,1,-1,-2,-2,1,1,-1,-3,17
612,女,18~25,偏胖的,行銷企劃,2,3,-1,1,-2,-1,-1,-2,-1,1,-2,18
613,女,18~25,偏胖的,設計師,-3,3,-1,-3,1,1,-3,-3,-3,-3,-3,18
614,女,18~25,偏瘦的,学生,1,3,-1,-1,1,1,1,-1,-2,-1,1,18
615,女,18~25,均匀的,财务会计,3,1,3,3,3,1,3,-1,1,-2,2,18
616,女,18~25,均匀的,学生,3,3,3,3,-1,3,-1,-2,-1,-1,-2,18
617,女,26~30,均匀的,設計,1,2,-1,1,1,1,1,-1,-1,-3,-3,18
618,女,26~30,偏胖的,服装,-1,2,1,3,2,2,1,-1,-2,-1,-2,18
619,女,26~30,均匀的,教师,-1,3,-1,1,2,1,-1,-1,2,-3,-2,18
620,女,26~30,均匀的,医师,-1,3,1,-1,1,1,-1,1,1,-2,-2,18
621,女,26~30,偏胖的,医学,-1,2,2,-1,3,3,3,2,-1,1,-1,18
622,女,26~30,均匀的,服装,1,1,1,-1,-1,1,-1,-1,-1,-3,-3,18
623,女,26~30,均匀的,服装设计,3,3,1,2,2,2,3,-3,-1,-3,-3,18
624,女,26~30,均匀的,纺织研究助理,1,3,1,-1,1,2,-1,-2,-3,-3,-2,18
625,女,31~40,偏瘦的,(空),-2,3,-1,1,1,1,1,-3,-3,-3,-3,18
626,女,31~40,均匀的,(空),1,2,-3,3,3,3,2,1,-3,-3,-3,18
627,女,31~40,均匀的,教师,-1,3,1,1,-1,-1,-1,1,-1,1,-1,18
628,女,31~40,偏胖的,教育,2,-2,3,3,3,3,3,3,1,2,3,18
629,男,18~25,均匀的,master of school of architecture,1,1,-1,1,3,1,-1,2,-2,-3,-1,18
630,男,18~25,偏瘦的,广告,1,1,-1,-2,-2,-1,-2,1,-1,2,2,18
631,男,18~25,均匀的,学生,1,-1,2,1,2,1,1,2,1,1,1,18
632,男,18~25,均匀的,学生,-1,2,-1,-1,1,2,-1,-1,1,-1,-1,18
633,男,18~25,均匀的,学生,1,3,1,2,1,1,1,-2,2,-2,-3,18
634,男,18~25,均匀的,学生,2,3,-1,1,1,1,2,1,1,2,-2,18
635,男,18岁以下,偏瘦的,本科在校学生,1,-1,1,-1,1,1,1,1,3,-1,2,18
636,男,26~30,偏胖的,学生,1,2,-1,2,2,1,-3,1,2,-3,-3,18
637,男,26~30,均匀的,颜色科学,3,3,1,3,3,3,3,2,2,2,2,18
638,男,26~30,偏胖的,(空),2,3,2,2,2,2,2,1,1,1,-2,18
639,男,26~30,偏瘦的,design master,1,3,-1,-3,-1,-1,-2,2,-1,-2,-3,18
640,男,31~40,偏胖的,工业设计,3,3,2,1,3,3,2,1,3,-3,-3,18
641,男,31~40,偏胖的,教師,2,3,3,3,3,3,3,3,1,3,1,18
642,男,31~40,偏胖的,(空),-1,3,-2,3,3,3,-3,1,1,-2,-2,18
643,男,31~40,偏胖的,design phd,1,3,2,3,3,3,2,2,2,-3,-2,18
644,男,31~40,偏胖的,(空),2,2,-1,2,-2,1,-1,-1,2,-1,1,18
645,男,41~50,均匀的,教师,-2,2,-2,-2,-2,-2,-1,-1,1,-3,-3,18
646,女,18~25,偏胖的,行銷企劃,-2,3,-1,-3,-2,-1,-2,-2,-1,-3,-3,19
647,女,18~25,偏胖的,設計師,-3,3,-2,-3,-3,1,-3,-3,-3,-3,-3,19
648,女,18~25,偏瘦的,学生,1,2,-1,1,1,-1,1,2,-2,2,2,19
649,女,18~25,均匀的,财务会计,-1,1,-2,3,-1,1,1,-1,-1,-2,2,19
650,女,18~25,均匀的,学生,3,3,3,3,3,2,2,2,-2,3,2,19
651,女,26~30,均匀的,設計,1,2,-1,1,2,1,2,1,-1,-3,-2,19
652,女,26~30,偏胖的,服装,-1,-2,-2,2,1,1,-1,-1,-2,-2,1,19
653,女,26~30,均匀的,教师,-1,3,-1,1,1,1,-1,1,-2,1,2,19
654,女,26~30,均匀的,医师,-2,2,-2,-1,-2,-2,-1,2,-2,2,1,19
655,女,26~30,偏胖的,医学,2,-2,-1,3,3,1,3,3,-1,3,3,19
656,女,26~30,均匀的,服装,1,-1,-1,-1,1,1,-1,1,-3,-3,-3,19
657,女,26~30,均匀的,服装设计,3,2,1,2,2,1,3,-1,-3,-3,-3,19
658,女,26~30,均匀的,纺织研究助理,-1,1,-2,2,2,1,-1,1,-3,-2,-1,19
659,女,31~40,偏瘦的,(空),-2,3,-2,1,2,1,-2,-2,1,-3,-1,19
660,女,31~40,均匀的,(空),1,2,-1,2,2,-1,1,1,-1,1,-2,19
661,女,31~40,均匀的,教师,1,3,-1,1,-1,-1,-1,-1,-1,-1,1,19
662,女,31~40,偏胖的,教育,-1,2,2,2,2,3,-2,2,-1,2,1,19
663,男,18~25,均匀的,master of school of architecture,-1,1,-1,2,3,-2,1,2,-2,-3,-1,19
664,男,18~25,偏瘦的,广告,1,1,1,2,1,1,2,2,-1,2,1,19
665,男,18~25,均匀的,学生,1,-2,1,1,1,1,1,1,1,1,1,19
666,男,18~25,均匀的,学生,-1,-2,-1,1,1,1,1,1,-1,-1,1,19
667,男,18~25,均匀的,学生,-1,3,-1,1,-1,-1,1,1,-1,1,1,19
668,男,18~25,均匀的,学生,-2,2,-2,-1,-1,-2,-1,-1,-2,-2,-2,19
669,男,18岁以下,偏瘦的,本科在校学生,-1,1,-1,1,1,-1,-1,1,-1,-1,-3,19
670,男,26~30,偏胖的,学生,-1,2,2,1,2,-2,2,1,-2,2,3,19
671,男,26~30,均匀的,颜色科学,1,3,1,2,1,1,1,1,1,1,-1,19
672,男,26~30,偏胖的,(空),1,3,-1,1,1,1,-1,1,-1,1,1,19
673,男,26~30,偏瘦的,design master,1,2,-1,-2,2,-1,-2,-1,2,-3,1,19
674,男,31~40,偏胖的,工业设计,2,3,1,1,2,2,2,1,2,-3,-2,19
675,男,31~40,偏胖的,教師,1,3,2,2,1,2,1,2,1,2,2,19
676,男,31~40,偏胖的,(空),-1,-3,-2,2,1,1,-1,1,2,-2,2,19
677,男,31~40,偏胖的,design phd,1,2,1,3,2,2,1,1,2,-1,1,19
678,男,31~40,偏胖的,(空),2,-1,1,2,2,-1,-2,3,2,2,-1,19
679,男,41~50,均匀的,教师,1,2,-1,1,-1,-2,-1,-1,-2,1,-1,19
680,女,18~25,偏胖的,行銷企劃,-2,-2,-2,-1,-3,-2,-1,-1,-2,-3,-3,20
681,女,18~25,偏胖的,設計師,-1,2,-1,1,-1,-1,-1,-1,-2,-1,-1,20
682,女,18~25,偏瘦的,学生,1,2,-1,-1,1,-1,1,-1,-2,-2,1,20
683,女,18~25,均匀的,财务会计,1,1,1,3,1,1,2,-1,-1,-1,1,20
684,女,18~25,均匀的,学生,1,-3,1,1,-1,-2,-1,-1,1,1,-1,20
685,女,26~30,均匀的,設計,-1,-2,-1,1,-1,-1,1,1,-1,2,1,20
686,女,26~30,偏胖的,服装,-1,-2,1,2,-1,1,-2,-1,-2,1,1,20
687,女,26~30,均匀的,教师,-1,1,-1,-1,2,2,-1,1,-1,-3,-2,20
688,女,26~30,均匀的,医师,-1,-1,1,1,1,1,-1,-1,-2,-2,-2,20
689,女,26~30,偏胖的,医学,1,-2,2,2,3,2,2,2,2,1,2,20
690,女,26~30,均匀的,服装,1,-2,-1,1,-1,-1,1,1,-2,-1,1,20
691,女,26~30,均匀的,服装设计,-2,-1,-1,3,-2,-2,-2,3,-3,3,-2,20
692,女,26~30,均匀的,纺织研究助理,1,-1,-1,2,1,2,-1,2,-2,2,-1,20
693,女,31~40,偏瘦的,(空),-2,3,-2,2,-2,1,-2,2,-2,2,1,20
694,女,31~40,均匀的,(空),-1,-2,-2,1,1,2,1,1,-2,-2,-1,20
695,女,31~40,均匀的,教师,1,-1,-1,-1,1,-1,-1,-1,-2,-1,1,20
696,女,31~40,偏胖的,教育,-2,-2,-2,3,3,-3,2,3,-2,3,3,20
697,男,18~25,均匀的,master of school of architecture,1,-2,1,1,-2,-2,1,1,-2,1,-1,20
698,男,18~25,偏瘦的,广告,-1,1,-1,2,-1,-2,1,-1,-2,3,2,20
699,男,18~25,均匀的,学生,1,-1,1,1,1,1,2,2,2,1,1,20
700,男,18~25,均匀的,学生,1,-2,1,1,1,1,1,1,-1,1,1,20
701,男,18~25,均匀的,学生,-1,-2,-1,-2,-1,-1,-1,-1,-1,1,-2,20
702,男,18~25,均匀的,学生,1,-2,-1,1,2,2,1,-1,1,2,1,20
703,男,18岁以下,偏瘦的,本科在校学生,-1,-1,-1,1,1,1,-1,1,-2,-2,-3,20
704,男,26~30,偏胖的,学生,-2,-1,-2,1,-1,1,2,1,-1,2,1,20
705,男,26~30,均匀的,颜色科学,2,3,-2,2,3,2,2,2,-2,2,2,20
706,男,26~30,偏胖的,(空),1,-1,1,1,1,-1,-1,1,-1,-3,-3,20
707,男,26~30,偏瘦的,design master,-2,1,-1,2,-2,-2,1,2,-2,2,2,20
708,男,31~40,偏胖的,工业设计,-1,3,-2,1,1,1,-1,1,1,1,-1,20
709,男,31~40,偏胖的,教師,1,-2,2,2,2,2,2,2,1,-1,1,20
710,男,31~40,偏胖的,(空),-1,-3,-2,-1,2,-2,2,1,-2,2,1,20
711,男,31~40,偏胖的,design phd,-1,-2,-1,3,1,-1,-1,1,-2,1,2,20
712,男,31~40,偏胖的,(空),-3,-2,-2,-2,-2,-3,-3,-1,1,-2,-2,20
713,男,41~50,均匀的,教师,-1,-1,-2,1,-1,-2,-2,-1,-1,1,1,20
714,女,18~25,偏胖的,行銷企劃,-1,3,-2,-1,-1,-1,2,-2,2,-3,-3,21
715,女,18~25,偏胖的,設計師,-3,3,-2,-3,-2,2,-2,-3,2,-3,-3,21
716,女,18~25,偏瘦的,学生,1,3,1,-1,1,2,2,-1,2,-2,1,21
717,女,18~25,均匀的,财务会计,1,1,-1,3,2,1,1,-1,1,-1,-1,21
718,女,18~25,均匀的,学生,1,3,1,2,1,-1,2,1,-1,-2,-1,21
719,女,26~30,均匀的,設計,-1,2,1,1,1,1,-1,-1,1,-3,-3,21
720,女,26~30,偏胖的,服装,-1,3,3,2,2,1,1,-2,2,2,1,21
721,女,26~30,均匀的,教师,1,3,1,1,2,2,-1,1,-3,-3,-3,21
722,女,26~30,均匀的,医师,1,3,1,1,1,1,-1,-1,-1,-2,-1,21
723,女,26~30,偏胖的,医学,1,2,2,3,2,1,2,1,2,2,1,21
724,女,26~30,均匀的,服装,-1,2,1,-2,1,1,-2,-1,-1,-3,-3,21
725,女,26~30,均匀的,服装设计,2,3,2,-2,3,-1,2,1,3,-3,-3,21
726,女,26~30,均匀的,纺织研究助理,1,2,1,2,2,3,1,-2,-3,-2,-2,21
727,女,31~40,偏瘦的,(空),-1,3,1,1,2,3,-2,-2,1,-3,1,21
728,女,31~40,均匀的,(空),1,2,-2,2,3,3,2,-1,2,-3,-3,21
729,女,31~40,均匀的,教师,-1,2,-2,-2,1,-1,-1,-1,1,-1,-1,21
730,女,31~40,偏胖的,教育,-3,3,1,1,2,3,-3,1,2,-3,-3,21
731,男,18~25,均匀的,master of school of architecture,2,2,2,2,3,1,1,1,2,-1,-1,21
732,男,18~25,偏瘦的,广告,1,1,-2,-3,-3,-3,-3,-3,1,-3,-3,21
733,男,18~25,均匀的,学生,1,1,2,2,1,1,1,1,1,2,1,21
734,男,18~25,均匀的,学生,1,3,-1,1,2,1,1,1,-1,1,1,21
735,男,18~25,均匀的,学生,1,2,-1,2,1,1,1,-1,-1,-1,-2,21
736,男,18~25,均匀的,学生,2,3,1,1,1,2,1,1,1,-2,-1,21
737,男,18岁以下,偏瘦的,本科在校学生,2,1,1,1,1,1,1,1,-1,1,2,21
738,男,26~30,偏胖的,学生,1,2,-1,1,2,1,-2,1,2,-1,1,21
739,男,26~30,均匀的,颜色科学,3,3,-2,3,3,3,3,2,2,2,2,21
740,男,26~30,偏胖的,(空),1,2,-1,1,1,-1,1,1,-1,-3,-3,21
741,男,26~30,偏瘦的,design master,-2,2,2,-2,3,2,-2,1,1,-2,-2,21
742,男,31~40,偏胖的,工业设计,3,3,2,1,3,3,2,1,3,-3,-3,21
743,男,31~40,偏胖的,教師,1,3,2,2,1,1,2,1,1,2,2,21
744,男,31~40,偏胖的,(空),2,-2,2,3,3,3,-2,2,2,-2,3,21
745,男,31~40,偏胖的,design phd,-1,2,-1,2,1,2,1,-1,2,-3,-3,21
746,男,31~40,偏胖的,(空),-1,2,2,2,3,2,1,2,3,-1,-2,21
747,男,41~50,均匀的,教师,1,1,1,1,2,2,-1,1,2,-2,-2,21
748,女,18~25,偏胖的,行銷企劃,1,3,2,1,-1,2,-2,-1,3,-2,-3,22
749,女,18~25,偏胖的,設計師,-2,3,1,-1,1,2,-2,-3,3,-3,-3,22
750,女,18~25,偏瘦的,学生,2,3,1,-1,1,1,1,-1,-2,-2,-2,22
751,女,18~25,均匀的,财务会计,3,1,3,3,1,1,3,-1,2,1,2,22
752,女,18~25,均匀的,学生,3,3,3,3,3,3,3,3,3,3,3,22
753,女,26~30,均匀的,設計,1,2,3,1,1,1,1,-1,3,-3,-3,22
754,女,26~30,偏胖的,服装,2,3,2,2,1,-1,1,-2,3,-2,2,22
755,女,26~30,均匀的,教师,2,3,2,2,3,2,3,-1,1,-1,1,22
756,女,26~30,均匀的,医师,2,3,2,-1,2,2,2,-1,2,-2,1,22
757,女,26~30,偏胖的,医学,-1,2,1,1,2,1,1,2,1,2,1,22
758,女,26~30,均匀的,服装,1,3,1,-3,1,1,1,1,3,-3,-3,22
759,女,26~30,均匀的,服装设计,3,3,2,3,2,3,2,1,3,-3,-3,22
760,女,26~30,均匀的,纺织研究助理,-1,3,1,2,2,3,-1,-1,2,-2,-1,22
761,女,31~40,偏瘦的,(空),2,3,2,2,2,3,2,-2,-3,-3,-3,22
762,女,31~40,均匀的,(空),2,3,2,2,3,3,3,1,3,-1,2,22
763,女,31~40,均匀的,教师,1,3,-1,-1,-1,1,-1,-1,-1,-1,1,22
764,女,31~40,偏胖的,教育,-2,3,2,3,-2,3,-1,2,3,3,3,22
765,男,18~25,均匀的,master of school of architecture,1,2,1,3,3,1,1,-1,-2,-2,2,22
766,男,18~25,偏瘦的,广告,2,-1,2,2,1,-2,2,1,3,2,2,22
767,男,18~25,均匀的,学生,1,2,1,2,1,1,1,-1,1,2,1,22
768,男,18~25,均匀的,学生,1,-2,1,-1,1,-1,1,-1,-1,-1,-1,22
769,男,18~25,均匀的,学生,2,3,2,2,2,2,2,-1,1,-1,-1,22
770,男,18~25,均匀的,学生,1,3,2,1,2,-1,3,1,1,-1,2,22
771,男,18岁以下,偏瘦的,本科在校学生,1,-1,1,-1,-1,-1,1,1,-1,-2,-2,22
772,男,26~30,偏胖的,学生,1,2,2,2,2,1,2,2,2,2,1,22
773,男,26~30,均匀的,颜色科学,3,3,3,3,3,3,3,3,3,2,3,22
774,男,26~30,偏胖的,(空),1,3,1,2,1,-1,1,1,-1,-2,-2,22
775,男,26~30,偏瘦的,design master,-2,3,2,-3,-1,2,-2,1,2,-2,-3,22
776,男,31~40,偏胖的,工业设计,3,3,2,2,3,3,3,1,3,1,1,22
777,男,31~40,偏胖的,教師,2,2,3,3,3,2,3,2,1,3,3,22
778,男,31~40,偏胖的,(空),2,1,2,2,2,2,-2,2,3,-1,3,22
779,男,31~40,偏胖的,design phd,1,3,1,3,1,1,1,-2,3,-2,-3,22
780,男,31~40,偏胖的,(空),3,3,2,2,3,3,-1,-2,3,-3,-3,22
781,男,41~50,均匀的,教师,1,3,2,1,-2,-2,-1,1,2,-2,-2,22
782,女,18~25,偏胖的,行銷企劃,3,-1,1,1,-1,-2,1,-1,3,1,1,23
783,女,18~25,偏胖的,設計師,-1,2,1,-2,2,2,-2,-3,3,-3,-3,23
784,女,18~25,偏瘦的,学生,1,2,-2,1,1,-1,1,2,2,1,2,23
785,女,18~25,均匀的,财务会计,1,1,2,3,-1,-1,2,1,1,1,3,23
786,女,18~25,均匀的,学生,-2,1,1,1,-1,-2,1,1,-1,2,-1,23
787,女,26~30,均匀的,設計,1,2,1,1,2,1,1,-1,1,-1,-2,23
788,女,26~30,偏胖的,服装,2,-2,-1,-1,1,2,2,-1,1,-1,1,23
789,女,26~30,均匀的,教师,-1,3,1,1,-1,-2,-1,1,-2,-1,-1,23
790,女,26~30,均匀的,医师,-2,1,-2,-2,-2,-2,-2,1,-2,-2,-2,23
791,女,26~30,偏胖的,医学,1,2,1,2,1,2,2,1,2,1,1,23
792,女,26~30,均匀的,服装,-2,2,1,-1,1,1,-1,-3,3,-3,-3,23
793,女,26~30,均匀的,服装设计,3,2,3,3,3,3,3,1,3,-3,-3,23
794,女,26~30,均匀的,纺织研究助理,1,3,2,2,2,1,1,-2,-1,-3,-1,23
795,女,31~40,偏瘦的,(空),2,3,2,1,2,3,2,-3,-3,-3,-3,23
796,女,31~40,均匀的,(空),2,2,2,1,2,1,2,1,3,-1,1,23
797,女,31~40,均匀的,教师,1,3,-2,-1,1,-1,-1,-2,-1,1,1,23
798,女,31~40,偏胖的,教育,1,-2,1,2,2,3,-1,-1,2,1,2,23
799,男,18~25,均匀的,master of school of architecture,3,1,3,3,3,1,3,-2,-2,-1,3,23
800,男,18~25,偏瘦的,广告,2,-1,1,1,-2,-2,1,-1,3,1,1,23
801,男,18~25,均匀的,学生,1,1,1,1,1,1,1,1,1,1,1,23
802,男,18~25,均匀的,学生,1,-2,1,-1,-1,-1,1,-1,-1,-1,1,23
803,男,18~25,均匀的,学生,-1,3,1,-2,-1,-1,-1,2,2,1,2,23
804,男,18~25,均匀的,学生,-1,3,1,-1,-1,-1,1,1,1,1,1,23
805,男,18岁以下,偏瘦的,本科在校学生,-2,1,-1,-3,-1,-1,-2,1,-2,-2,-1,23
806,男,26~30,偏胖的,学生,-1,2,2,2,-2,-1,2,-1,2,1,1,23
807,男,26~30,均匀的,颜色科学,2,2,2,2,2,2,2,2,2,2,3,23
808,男,26~30,偏胖的,(空),-1,2,1,1,-1,-1,-1,1,-1,1,-1,23
809,男,26~30,偏瘦的,design master,2,3,3,2,3,2,1,-1,3,-1,2,23
810,男,31~40,偏胖的,工业设计,2,3,2,-2,1,1,2,1,2,1,1,23
811,男,31~40,偏胖的,教師,1,2,1,2,1,1,1,-1,-1,1,1,23
812,男,31~40,偏胖的,(空),2,1,2,1,2,2,-2,3,3,-2,2,23
813,男,31~40,偏胖的,design phd,1,1,1,-2,1,1,1,1,3,1,-3,23
814,男,31~40,偏胖的,(空),-1,2,3,2,3,3,2,2,3,-2,-3,23
815,男,41~50,均匀的,教师,1,2,1,-1,1,1,1,1,1,-1,-2,23
816,女,18~25,偏胖的,行銷企劃,3,-1,2,-1,-3,-3,2,-2,3,1,-3,24
817,女,18~25,偏胖的,設計師,-2,1,1,-1,-1,2,-2,-3,2,-3,-3,24
818,女,18~25,偏瘦的,学生,-1,2,1,-3,-2,2,1,-3,3,-3,-3,24
819,女,18~25,均匀的,财务会计,3,1,3,3,3,2,3,-1,3,3,2,24
820,女,18~25,均匀的,学生,3,1,3,3,3,3,3,3,3,3,3,24
821,女,26~30,均匀的,設計,1,2,1,1,2,1,1,-1,1,-2,-2,24
822,女,26~30,偏胖的,服装,-2,-2,1,2,2,1,-1,-2,-1,-1,1,24
823,女,26~30,均匀的,教师,2,2,1,3,3,1,3,-1,2,-1,2,24
824,女,26~30,均匀的,医师,2,1,2,1,2,2,2,-1,3,-1,3,24
825,女,26~30,偏胖的,医学,3,-1,2,3,2,3,3,-2,2,2,2,24
826,女,26~30,均匀的,服装,-1,2,-1,-2,-2,1,-2,-1,1,-2,-1,24
827,女,26~30,均匀的,服装设计,3,2,3,3,3,3,3,-3,2,-3,-3,24
828,女,26~30,均匀的,纺织研究助理,2,3,3,3,2,2,2,1,3,1,2,24
829,女,31~40,偏瘦的,(空),1,2,2,1,1,2,1,-3,-3,-3,-3,24
830,女,31~40,均匀的,(空),2,-1,3,2,2,2,2,-1,3,-2,-1,24
831,女,31~40,均匀的,教师,-2,2,-1,1,-1,-1,1,1,-2,-1,-1,24
832,女,31~40,偏胖的,教育,-1,3,2,-1,-2,-2,-2,-2,1,-1,-2,24
833,男,18~25,均匀的,master of school of architecture,2,2,3,2,1,1,3,-2,-1,1,1,24
834,男,18~25,偏瘦的,广告,1,1,-1,-1,-2,-2,-1,-3,-1,-2,-3,24
835,男,18~25,均匀的,学生,1,-1,1,1,1,1,1,1,1,1,1,24
836,男,18~25,均匀的,学生,1,3,2,1,1,1,2,1,1,1,1,24
837,男,18~25,均匀的,学生,3,3,2,2,2,1,2,-1,3,-1,2,24
838,男,18~25,均匀的,学生,3,2,2,1,2,1,3,2,3,3,3,24
839,男,18岁以下,偏瘦的,本科在校学生,2,-1,2,1,2,2,2,3,3,1,3,24
840,男,26~30,偏胖的,学生,-2,2,2,2,-2,-2,3,-1,1,1,1,24
841,男,26~30,均匀的,颜色科学,1,2,2,2,2,2,2,2,2,2,2,24
842,男,26~30,偏胖的,(空),2,3,2,2,2,2,2,1,1,1,-1,24
843,男,26~30,偏瘦的,design master,-1,2,3,-2,2,2,-1,-1,3,-2,2,24
844,男,31~40,偏胖的,工业设计,2,3,3,-1,1,1,2,1,1,1,1,24
845,男,31~40,偏胖的,教師,-1,2,1,2,1,1,1,1,1,1,2,24
846,男,31~40,偏胖的,(空),2,-1,2,-1,1,1,-2,2,2,-1,1,24
847,男,31~40,偏胖的,design phd,-1,-2,2,-1,-1,-1,1,-1,1,-2,-3,24
848,男,31~40,偏胖的,(空),1,-2,2,2,3,-1,2,-1,2,-2,2,24
