,Gender,Age,Figure,Job,Heavy:Light,Passive:Active,Cold:Warm,Dirty:Clean,Traditional:Modern,Plain: Gaudy,Tense:Relaxed,FatL:SlimL,Masculine:Feminine,HMatch:EMatch,Dislike:Like,Group
849,男,41~50,均匀的,教师,1,1,1,1,-2,-2,-2,1,2,-2,-2,24
850,女,18~25,偏胖的,行銷企劃,3,-1,2,2,1,1,2,-1,2,1,1,25
851,女,18~25,偏胖的,設計師,1,1,-1,1,1,2,-1,-2,1,-3,-3,25
852,女,18~25,偏瘦的,学生,1,2,-1,1,1,-2,1,2,2,2,2,25
853,女,18~25,均匀的,财务会计,-2,-1,-2,3,-2,-1,-1,-1,1,-1,2,25
854,女,18~25,均匀的,学生,1,1,-1,-1,1,1,-2,-3,1,-1,-3,25
855,女,26~30,均匀的,設計,-1,2,-1,-1,1,-1,-1,-1,-1,-3,-2,25
856,女,26~30,偏胖的,服装,-3,-2,-2,-1,-2,-1,-2,-2,2,-1,-3,25
857,女,26~30,均匀的,教师,-2,1,-1,-1,-2,-2,-2,1,-2,-2,-2,25
858,女,26~30,均匀的,医师,-2,1,-1,-2,-2,-1,-2,1,1,-1,1,25
859,女,26~30,偏胖的,医学,2,2,1,3,3,2,3,-1,2,1,2,25
860,女,26~30,均匀的,服装,-1,2,-1,-3,-1,1,1,-1,-1,-3,-1,25
861,女,26~30,均匀的,服装设计,3,1,2,1,2,3,-1,-2,3,-2,-3,25
862,女,26~30,均匀的,纺织研究助理,1,3,3,2,1,2,1,1,1,1,2,25
863,女,31~40,偏瘦的,(空),-2,1,-1,-3,-2,1,-2,-3,-3,-3,-3,25
864,女,31~40,均匀的,(空),3,2,2,1,-3,-2,2,2,3,3,1,25
865,女,31~40,均匀的,教师,-2,1,1,1,-1,1,-2,1,-1,-1,1,25
866,女,31~40,偏胖的,教育,3,-2,2,1,3,2,3,1,2,3,3,25
867,男,18~25,均匀的,master of school of architecture,3,1,3,3,3,1,3,-2,1,-1,3,25
868,男,18~25,偏瘦的,广告,-1,1,1,-3,-1,-2,-1,-1,-1,-2,-3,25
869,男,18~25,均匀的,学生,1,1,1,1,1,1,1,2,1,1,1,25
870,男,18~25,均匀的,学生,-1,-2,-1,-1,1,2,-1,-1,1,-1,-1,25
871,男,18~25,均匀的,学生,-2,3,1,-2,-3,-3,-2,1,1,1,1,25
872,男,18~25,均匀的,学生,-2,2,-1,-3,-2,-1,-2,-1,-1,-2,-2,25
873,男,18岁以下,偏瘦的,本科在校学生,-2,1,1,-1,-1,-1,-1,1,1,-2,-2,25
874,男,26~30,偏胖的,学生,2,1,1,2,1,-1,3,-1,3,1,3,25
875,男,26~30,均匀的,颜色科学,1,2,1,1,1,1,1,1,1,1,-1,25
876,男,26~30,偏胖的,(空),-1,1,1,1,1,2,1,1,-1,1,-1,25
877,男,26~30,偏瘦的,design master,2,2,2,-2,2,1,1,-2,2,-2,1,25
878,男,31~40,偏胖的,工业设计,2,3,3,-2,1,2,2,-1,3,-3,-3,25
879,男,31~40,偏胖的,教師,1,2,1,1,-1,1,1,1,1,-2,1,25
880,男,31~40,偏胖的,(空),3,-2,2,3,3,3,-1,2,2,-1,2,25
881,男,31~40,偏胖的,design phd,2,-1,2,-1,-3,-3,-1,-1,-1,-2,-3,25
882,男,31~40,偏胖的,(空),2,-2,1,-2,2,2,1,2,1,1,-2,25
883,男,41~50,均匀的,教师,-1,1,1,-2,1,-1,-1,-1,2,-3,-2,25
884,女,18~25,偏胖的,行銷企劃,2,-2,1,-2,-3,-3,2,-2,1,-2,-3,26
885,女,18~25,偏胖的,設計師,-2,-2,-2,-3,-2,-2,-2,-3,-2,-2,-3,26
886,女,18~25,偏瘦的,学生,1,1,1,-3,-2,2,1,-2,-3,-3,-3,26
887,女,18~25,均匀的,财务会计,1,-3,-1,3,2,2,1,-1,1,-1,1,26
888,女,18~25,均匀的,学生,-1,-3,-1,3,-2,3,-1,-2,-2,-2,-1,26
889,女,26~30,均匀的,設計,-2,-2,-1,-2,1,-1,-1,1,-1,-3,-3,26
890,女,26~30,偏胖的,服装,1,-2,-2,-1,-1,1,1,-2,-1,1,-1,26
891,女,26~30,均匀的,教师,-1,-1,-1,-1,3,2,-1,1,-1,-3,-2,26
892,女,26~30,均匀的,医师,-2,-2,-1,-1,-1,-1,-2,-1,-2,-3,-2,26
893,女,26~30,偏胖的,医学,1,-2,2,-2,2,2,-2,-1,2,-1,-3,26
894,女,26~30,均匀的,服装,1,-2,1,-1,-1,-1,-1,1,-3,-2,-2,26
895,女,26~30,均匀的,服装设计,-1,-3,-2,-3,-3,-3,-1,1,1,-3,-3,26
896,女,26~30,均匀的,纺织研究助理,-2,-1,-1,1,1,1,-1,-1,2,1,1,26
897,女,31~40,偏瘦的,(空),-3,-2,-3,1,-3,-3,-3,2,-1,3,-3,26
898,女,31~40,均匀的,(空),-2,-2,-1,-2,2,-2,2,3,1,3,3,26
899,女,31~40,均匀的,教师,-2,-2,-1,-1,-1,1,-1,-1,-2,1,1,26
900,女,31~40,偏胖的,教育,-2,-2,2,-2,-2,-3,-1,-2,-3,-3,-2,26
901,男,18~25,均匀的,master of school of architecture,-1,-1,-1,1,-3,-3,1,-2,-2,2,2,26
902,男,18~25,偏瘦的,广告,-1,1,1,-1,-1,-2,2,1,-3,3,2,26
903,男,18~25,均匀的,学生,1,-2,2,2,2,1,1,2,1,1,1,26
904,男,18~25,均匀的,学生,-1,-2,-1,1,1,2,1,1,-1,-1,-1,26
905,男,18~25,均匀的,学生,1,-2,-1,-1,1,1,-1,-2,-2,-2,-3,26
906,男,18~25,均匀的,学生,-2,-1,-2,-2,-1,-1,-2,-3,-1,-3,-2,26
907,男,18岁以下,偏瘦的,本科在校学生,2,-1,2,1,1,2,2,1,2,-2,1,26
908,男,26~30,偏胖的,学生,3,-1,2,2,-2,-2,3,-1,-2,2,2,26
909,男,26~30,均匀的,颜色科学,-1,2,-2,-2,-3,-3,-1,-1,-1,-1,-1,26
910,男,26~30,偏胖的,(空),1,-1,1,2,2,1,-1,1,1,-1,-1,26
911,男,26~30,偏瘦的,design master,-1,1,2,-2,-1,-3,2,1,2,2,1,26
912,男,31~40,偏胖的,工业设计,-2,1,-1,-3,-3,-3,-1,1,-3,2,1,26
913,男,31~40,偏胖的,教師,-2,-2,-2,-2,-2,-3,-2,-1,-2,-2,-2,26
914,男,31~40,偏胖的,(空),1,-3,1,-2,1,-2,2,2,2,2,1,26
915,男,31~40,偏胖的,design phd,-1,-3,1,-1,1,-1,1,-1,-3,1,-2,26
916,男,31~40,偏胖的,(空),2,-3,-1,2,-2,-1,2,2,1,2,-1,26
917,男,41~50,均匀的,教师,-2,1,-2,1,-1,-3,-3,1,-2,2,-3,26
918,女,18~25,偏胖的,行銷企劃,1,3,-2,-1,1,-2,2,-2,1,-3,-3,27
919,女,18~25,偏胖的,設計師,-1,3,-1,-1,1,1,-1,-3,3,-3,-3,27
920,女,18~25,偏瘦的,学生,1,3,-1,-1,1,1,1,-1,1,-1,-2,27
921,女,18~25,均匀的,财务会计,-1,1,-2,3,1,-1,-1,1,-1,-2,-1,27
922,女,18~25,均匀的,学生,-1,3,-1,-1,1,1,-1,-2,-2,-2,-1,27
923,女,26~30,均匀的,設計,1,2,-1,1,2,1,1,-1,-1,1,-3,27
924,女,26~30,偏胖的,服装,-2,3,1,-1,1,1,-1,-1,2,-1,1,27
925,女,26~30,均匀的,教师,-1,2,-1,1,1,1,-1,1,-2,-3,-2,27
926,女,26~30,均匀的,医师,-1,2,-1,1,1,1,-1,1,-1,-1,1,27
927,女,26~30,偏胖的,医学,-1,2,2,1,-1,2,2,2,-1,1,-1,27
928,女,26~30,均匀的,服装,-1,1,1,-1,1,1,-1,-1,-1,-1,-1,27
929,女,26~30,均匀的,服装设计,3,2,1,-3,2,2,1,-3,-1,-3,-3,27
930,女,26~30,均匀的,纺织研究助理,1,-1,-1,1,1,3,1,-1,-3,-3,-3,27
931,女,31~40,偏瘦的,(空),2,3,1,2,3,2,2,-3,1,-3,2,27
932,女,31~40,均匀的,(空),2,2,-2,2,3,3,2,-1,1,-3,-2,27
933,女,31~40,均匀的,教师,-1,3,-2,-1,-1,1,-1,-1,-1,-2,1,27
934,女,31~40,偏胖的,教育,2,2,-2,1,3,2,-2,1,1,-2,2,27
935,男,18~25,均匀的,master of school of architecture,3,1,3,3,3,3,3,1,-2,-2,2,27
936,男,18~25,偏瘦的,广告,2,1,1,-2,-3,-2,-2,-1,2,-2,-1,27
937,男,18~25,均匀的,学生,1,-3,1,2,1,1,1,2,1,1,1,27
938,男,18~25,均匀的,学生,1,3,-1,1,2,1,1,1,-1,1,2,27
939,男,18~25,均匀的,学生,1,3,-1,3,2,2,2,2,1,2,2,27
940,男,18~25,均匀的,学生,-1,2,-1,-1,1,-1,-3,1,-2,-3,-3,27
941,男,18岁以下,偏瘦的,本科在校学生,-1,1,-1,1,1,2,1,1,-1,-2,-1,27
942,男,26~30,偏胖的,学生,2,1,1,2,2,3,-2,3,3,1,-2,27
943,男,26~30,均匀的,颜色科学,2,2,-1,3,3,3,3,2,2,2,2,27
944,男,26~30,偏胖的,(空),1,3,-1,2,1,1,-1,1,-1,-1,-1,27
945,男,26~30,偏瘦的,design master,2,3,-1,-3,3,1,2,-1,3,-2,-3,27
946,男,31~40,偏胖的,工业设计,3,3,1,2,3,3,2,1,3,-3,-3,27
947,男,31~40,偏胖的,教師,-2,-2,-1,-1,-1,-2,-2,-1,-2,-1,-1,27
948,男,31~40,偏胖的,(空),-2,-2,-2,3,3,3,-1,-1,2,-2,-2,27
949,男,31~40,偏胖的,design phd,-2,3,1,1,2,1,1,-1,3,-2,-3,27
950,男,31~40,偏胖的,(空),3,1,1,2,-2,2,-1,-1,-2,2,2,27
951,男,41~50,均匀的,教师,1,2,1,1,-1,2,1,1,2,-2,-2,27
952,女,18~25,偏胖的,行銷企劃,2,-2,-3,-1,-2,-3,2,-1,1,1,-1,28
953,女,18~25,偏胖的,設計師,-3,-2,-2,-2,-1,1,-1,-3,-3,-3,-3,28
954,女,18~25,偏瘦的,学生,1,3,-1,1,1,1,1,2,-3,2,3,28
955,女,18~25,均匀的,财务会计,1,1,1,3,2,1,1,1,-1,-1,1,28
956,女,18~25,均匀的,学生,1,-3,1,1,-1,-1,1,-1,-1,1,-2,28
957,女,26~30,均匀的,設計,-1,-2,-1,1,1,-1,1,-1,-2,-2,-2,28
958,女,26~30,偏胖的,服装,-1,-2,1,2,1,-1,-2,-2,1,-1,-1,28
959,女,26~30,均匀的,教师,-1,2,-1,1,1,2,-1,1,-1,-2,-2,28
960,女,26~30,均匀的,医师,-2,1,-1,-2,-2,-2,-2,-1,-2,-2,-3,28
961,女,26~30,偏胖的,医学,1,-1,-1,-2,1,1,-1,-1,1,2,2,28
962,女,26~30,均匀的,服装,1,1,1,1,1,1,1,-1,-3,1,-1,28
963,女,26~30,均匀的,服装设计,2,2,1,2,2,2,-2,-3,-3,-3,-3,28
964,女,26~30,均匀的,纺织研究助理,1,-1,1,2,1,1,2,-1,-1,-2,1,28
965,女,31~40,偏瘦的,(空),-1,3,-2,2,1,1,1,1,1,1,1,28
966,女,31~40,均匀的,(空),2,-2,-2,1,2,3,1,-1,-2,-2,-3,28
967,女,31~40,均匀的,教师,1,2,-1,-2,1,-1,1,-1,-2,-2,1,28
968,女,31~40,偏胖的,教育,3,-2,-2,3,3,-1,3,2,-1,3,3,28
969,男,18~25,均匀的,master of school of architecture,3,-2,3,3,2,-1,3,2,-2,2,3,28
970,男,18~25,偏瘦的,广告,-2,-1,-1,3,-3,-3,-1,2,-3,3,1,28
971,男,18~25,均匀的,学生,1,-1,2,1,1,1,1,1,1,1,1,28
972,男,18~25,均匀的,学生,1,-2,1,1,1,1,1,1,-1,-1,1,28
973,男,18~25,均匀的,学生,-1,3,-1,-2,1,-1,-1,1,-1,1,-2,28
974,男,18~25,均匀的,学生,1,2,-1,1,1,1,2,1,-1,-1,1,28
975,男,18岁以下,偏瘦的,本科在校学生,-2,-2,1,-1,-1,-1,-2,1,-2,-2,-1,28
976,男,26~30,偏胖的,学生,2,1,1,2,2,-1,2,2,-1,2,-1,28
977,男,26~30,均匀的,颜色科学,3,2,-3,3,3,3,3,3,-2,3,3,28
978,男,26~30,偏胖的,(空),-1,1,1,1,1,-1,-1,1,-1,-3,-3,28
979,男,26~30,偏瘦的,design master,2,2,-2,2,3,-1,2,1,-1,3,3,28
980,男,31~40,偏胖的,工业设计,1,2,-1,-1,-1,-2,-1,1,-1,1,1,28
981,男,31~40,偏胖的,教師,1,-2,2,3,3,3,2,2,1,1,2,28
982,男,31~40,偏胖的,(空),-1,-2,-2,1,2,1,2,2,1,1,2,28
983,男,31~40,偏胖的,design phd,-2,1,-2,-1,-1,-1,-1,-2,-2,1,-3,28
984,男,31~40,偏胖的,(空),3,-2,1,3,1,-2,2,-1,2,-2,-1,28
985,男,41~50,均匀的,教师,1,2,-1,1,-1,-2,-1,1,2,-2,-1,28
986,女,18~25,偏胖的,行銷企劃,2,3,-2,2,1,-1,2,-2,3,-2,-2,29
987,女,18~25,偏胖的,設計師,-1,2,1,-3,-1,3,-3,-3,3,-3,-3,29
988,女,18~25,偏瘦的,学生,1,3,1,-1,1,1,1,-1,-2,-2,-2,29
989,女,18~25,均匀的,财务会计,1,1,1,3,1,-1,1,-1,-1,-1,-2,29
990,女,18~25,均匀的,学生,1,3,2,1,2,3,3,-1,-1,1,-1,29
991,女,26~30,均匀的,設計,-1,-2,1,-1,1,1,-1,-1,1,-3,-3,29
992,女,26~30,偏胖的,服装,3,3,2,1,2,-1,1,2,1,2,2,29
993,女,26~30,均匀的,教师,-1,2,-1,1,1,1,-1,1,-2,-2,-2,29
994,女,26~30,均匀的,医师,-2,3,-1,-2,-2,-2,-2,-1,-2,-2,-2,29
995,女,26~30,偏胖的,医学,-1,3,2,1,-1,2,1,1,-1,1,-2,29
996,女,26~30,均匀的,服装,-1,2,-1,-2,1,2,-1,-3,3,-3,-3,29
997,女,26~30,均匀的,服装设计,1,2,-1,-3,1,3,-1,-3,3,-3,-3,29
998,女,26~30,均匀的,纺织研究助理,2,2,2,2,1,1,2,-3,-1,-2,-1,29
999,女,31~40,偏瘦的,(空),1,3,1,1,2,2,1,-3,-3,-3,-3,29
1000,女,31~40,均匀的,(空),1,-1,-1,1,2,2,1,-1,1,-3,-2,29
1001,女,31~40,均匀的,教师,1,2,-2,-2,-1,1,-2,-2,-1,1,-1,29
1002,女,31~40,偏胖的,教育,1,-2,1,-1,2,3,-2,-1,3,-2,-3,29
1003,男,18~25,均匀的,master of school of architecture,3,2,3,3,3,2,3,1,1,-1,2,29
1004,男,18~25,偏瘦的,广告,1,1,-2,-3,-3,-3,-2,-3,1,-3,-3,29
1005,男,18~25,均匀的,学生,1,1,1,1,1,1,1,1,1,1,1,29
1006,男,18~25,均匀的,学生,-1,3,1,-1,1,-1,1,-1,-1,-1,-1,29
1007,男,18~25,均匀的,学生,-1,3,-2,-1,-1,-1,-1,-1,-1,-1,-2,29
1008,男,18~25,均匀的,学生,2,3,-1,-1,-2,-1,1,1,-1,-1,-1,29
1009,男,18岁以下,偏瘦的,本科在校学生,-2,-1,-1,-2,-2,-1,-1,1,-1,-3,-2,29
1010,男,26~30,偏胖的,学生,1,2,1,1,-2,-2,-1,1,2,-2,-1,29
1011,男,26~30,均匀的,颜色科学,2,3,1,3,2,2,2,2,2,1,2,29
1012,男,26~30,偏胖的,(空),1,2,1,1,1,-1,-1,1,-1,-3,-3,29
1013,男,26~30,偏瘦的,design master,2,2,2,-2,3,2,-1,1,3,-2,-3,29
1014,男,31~40,偏胖的,工业设计,3,3,1,-2,2,2,1,1,3,-3,-3,29
1015,男,31~40,偏胖的,教師,2,-2,1,2,1,2,2,2,1,-1,-1,29
1016,男,31~40,偏胖的,(空),3,-2,3,3,3,3,-2,2,2,-2,2,29
1017,男,31~40,偏胖的,design phd,2,2,2,-1,-1,1,-1,1,3,-3,-3,29
1018,男,31~40,偏胖的,(空),3,2,3,3,1,2,2,-2,3,-3,-2,29
1019,男,41~50,均匀的,教师,1,3,1,-1,1,1,1,1,2,-1,-2,29
1020,女,18~25,偏胖的,行銷企劃,3,-2,-1,1,-3,-3,1,-1,3,-1,-1,30
1021,女,18~25,偏胖的,設計師,1,-2,1,-1,1,2,1,-3,3,-3,-3,30
1022,女,18~25,偏瘦的,学生,1,2,1,1,1,1,2,-1,1,-2,-2,30
1023,女,18~25,均匀的,财务会计,-2,-2,-1,3,1,-3,-1,-1,-1,-2,-1,30
1024,女,18~25,均匀的,学生,1,-3,-1,1,-1,1,1,1,-2,1,-1,30
1025,女,26~30,均匀的,設計,1,-2,1,1,3,1,1,1,1,-1,1,30
1026,女,26~30,偏胖的,服装,-2,-2,-1,2,-2,2,1,-1,2,-2,1,30
1027,女,26~30,均匀的,教师,-1,1,1,-1,-1,-1,-1,1,-2,-1,-2,30
1028,女,26~30,均匀的,医师,-2,-1,-2,-2,-2,-2,-2,1,-2,-1,-2,30
1029,女,26~30,偏胖的,医学,-1,-1,-2,2,1,2,1,-2,-1,-2,-2,30
1030,女,26~30,均匀的,服装,1,-1,1,-1,-1,1,1,-1,1,-2,-1,30
1031,女,26~30,均匀的,服装设计,3,1,2,3,-2,1,3,1,3,1,-1,30
1032,女,26~30,均匀的,纺织研究助理,1,1,3,2,1,2,2,-1,-2,-2,-1,30
1033,女,31~40,偏瘦的,(空),-1,3,1,-3,-1,1,-1,1,-3,-3,-3,30
1034,女,31~40,均匀的,(空),2,-2,1,1,-3,-3,1,2,1,2,3,30
1035,女,31~40,均匀的,教师,-1,-2,1,-1,-1,-1,-1,-1,-2,-2,1,30
1036,女,31~40,偏胖的,教育,2,-2,2,1,2,-2,2,1,3,3,3,30
1037,男,18~25,均匀的,master of school of architecture,3,-1,3,1,1,-1,3,-1,-2,2,3,30
1038,男,18~25,偏瘦的,广告,1,-1,1,2,1,-1,2,2,-2,3,2,30
1039,男,18~25,均匀的,学生,1,-1,1,1,1,1,1,1,1,1,1,30
1040,男,18~25,均匀的,学生,-1,-2,1,-1,-1,-1,1,-1,-1,1,1,30
1041,男,18~25,均匀的,学生,-2,1,-1,-2,-2,-2,-2,3,-2,3,3,30
1042,男,18~25,均匀的,学生,-1,-1,-1,-3,1,-2,-1,-1,-1,-1,-1,30
1043,男,18岁以下,偏瘦的,本科在校学生,-2,1,-1,-3,-1,-2,-1,1,-2,-3,-2,30
1044,男,26~30,偏胖的,学生,-1,-1,2,-3,-1,-2,2,-1,3,-1,-3,30
1045,男,26~30,均匀的,颜色科学,-2,2,-2,-2,-2,-2,-1,-2,-2,-2,-2,30
1046,男,26~30,偏胖的,(空),-1,1,1,1,1,-1,-1,1,-1,-2,-2,30
1047,男,26~30,偏瘦的,design master,3,1,3,2,3,3,3,-2,2,-2,1,30
1048,男,31~40,偏胖的,工业设计,-1,2,1,-3,-2,-3,-1,-1,1,-1,-2,30
1049,男,31~40,偏胖的,教師,-1,-2,-1,1,-1,-2,-2,-2,-2,-2,-2,30
1050,男,31~40,偏胖的,(空),1,-3,1,-2,-1,-1,1,2,2,2,-1,30
1051,男,31~40,偏胖的,design phd,1,-2,1,-1,-2,-1,1,-1,2,-1,-2,30
1052,男,31~40,偏胖的,(空),1,-3,2,-1,1,1,-2,1,-2,2,1,30
1053,男,41~50,均匀的,教师,1,-1,2,1,1,1,1,1,2,2,-1,30
1054,女,18~25,偏胖的,行銷企劃,3,-3,-2,3,2,-3,3,-2,1,3,3,31
1055,女,18~25,偏胖的,設計師,3,-3,-1,3,2,2,3,2,3,3,3,31
1056,女,18~25,偏瘦的,学生,2,2,1,1,1,2,2,-1,-2,-2,2,31
1057,女,18~25,均匀的,财务会计,2,-3,3,3,2,2,3,-1,3,1,3,31
1058,女,18~25,均匀的,学生,2,-3,2,2,1,1,-1,1,3,1,3,31
1059,女,26~30,均匀的,設計,1,-2,-1,3,-3,-3,3,-1,1,3,3,31
1060,女,26~30,偏胖的,服装,2,-1,2,1,2,2,1,3,2,3,1,31
1061,女,26~30,均匀的,教师,2,-1,1,2,2,2,2,-1,3,1,1,31
1062,女,26~30,均匀的,医师,2,-1,2,2,2,2,2,-2,2,-2,2,31
1063,女,26~30,偏胖的,医学,-1,2,-1,2,1,-1,1,-2,2,-1,-2,31
1064,女,26~30,均匀的,服装,-1,-1,-2,-1,-1,-2,-1,-2,1,-1,-2,31
1065,女,26~30,均匀的,服装设计,2,-3,1,3,1,-3,2,-2,1,2,-3,31
1066,女,26~30,均匀的,纺织研究助理,1,-3,-1,1,-2,-2,-1,-1,-2,2,-1,31
1067,女,31~40,偏瘦的,(空),2,1,-1,2,-2,-3,2,-3,-1,3,-1,31
1068,女,31~40,均匀的,(空),2,-2,-2,2,3,2,3,1,1,3,3,31
1069,女,31~40,均匀的,教师,1,-2,-1,-2,1,-1,-2,-1,-2,1,1,31
1070,女,31~40,偏胖的,教育,2,-2,-2,2,3,-2,2,2,2,3,2,31
1071,男,18~25,均匀的,master of school of architecture,3,-3,-1,3,1,-3,3,-2,-3,3,1,31
1072,男,18~25,偏瘦的,广告,3,1,3,3,-3,-3,3,3,-1,3,3,31
1073,男,18~25,均匀的,学生,1,1,1,1,1,1,1,1,1,1,1,31
1074,男,18~25,均匀的,学生,2,-3,1,1,2,1,2,1,1,1,1,31
1075,男,18~25,均匀的,学生,2,-1,3,2,3,2,3,2,1,1,1,31
1076,男,18~25,均匀的,学生,2,-2,2,1,2,2,1,1,3,1,1,31
1077,男,18岁以下,偏瘦的,本科在校学生,3,-1,3,2,2,3,2,2,2,-1,3,31
1078,男,26~30,偏胖的,学生,1,1,-1,3,3,1,2,-2,-2,3,2,31
1079,男,26~30,均匀的,颜色科学,1,-1,-1,-1,-3,-2,1,1,-2,1,2,31
1080,男,26~30,偏胖的,(空),2,-1,3,2,2,2,2,1,1,1,-1,31
1081,男,26~30,偏瘦的,design master,3,-1,-3,2,1,-3,-1,-2,-1,3,1,31
1082,男,31~40,偏胖的,工业设计,-1,2,-1,-1,-1,-2,1,-1,-3,3,3,31
1083,男,31~40,偏胖的,教師,-2,-2,-1,-2,-2,-2,-1,-2,-2,-2,-2,31
1084,男,31~40,偏胖的,(空),3,-3,1,2,1,-3,3,2,1,3,3,31
1085,男,31~40,偏胖的,design phd,-1,-3,-1,1,-1,-1,-1,1,-2,2,-2,31
1086,男,31~40,偏胖的,(空),1,-3,2,-2,-1,-1,2,-1,1,2,2,31
1087,男,41~50,均匀的,教师,-2,-2,-2,2,-2,-2,-2,1,1,-2,-2,31
1088,女,18~25,偏胖的,行銷企劃,1,1,-2,-1,-2,-3,1,-1,1,-2,-2,32
1089,女,18~25,偏胖的,設計師,-1,1,-3,1,1,1,-3,-3,-3,-3,-3,32
1090,女,18~25,偏瘦的,学生,1,-1,1,-3,-2,2,2,-2,-3,-3,-3,32
1091,女,18~25,均匀的,财务会计,1,-2,-1,1,1,2,-1,-1,2,-1,-2,32
1092,女,18~25,均匀的,学生,-1,-2,-1,2,-1,1,1,1,-1,-1,-1,32
1093,女,26~30,均匀的,設計,1,-2,-1,1,2,1,1,-1,-1,-1,1,32
1094,女,26~30,偏胖的,服装,-2,-3,1,1,-1,1,-2,1,2,-2,-2,32
1095,女,26~30,均匀的,教师,1,1,1,1,2,2,1,-1,2,-3,-2,32
1096,女,26~30,均匀的,医师,-1,-1,2,-2,-1,-1,-1,-1,2,-2,-1,32
1097,女,26~30,偏胖的,医学,-1,-1,1,-2,-1,1,1,-1,1,1,-2,32
1098,女,26~30,均匀的,服装,-1,-1,-1,-1,-2,-1,-1,-2,-1,-1,-1,32
1099,女,26~30,均匀的,服装设计,2,-2,1,3,3,2,3,-2,-3,-3,-3,32
1100,女,26~30,均匀的,纺织研究助理,1,-2,2,1,1,2,2,-2,-1,-2,-1,32
1101,女,31~40,偏瘦的,(空),-3,2,-2,-2,-1,-1,-3,2,-3,-3,-3,32
1102,女,31~40,均匀的,(空),-1,-2,-2,1,-1,1,-1,1,-2,-3,-3,32
1103,女,31~40,均匀的,教师,-2,-2,-1,-1,-1,-2,1,-1,1,1,-2,32
1104,女,31~40,偏胖的,教育,1,3,-2,2,2,2,3,2,-1,1,2,32
1105,男,18~25,均匀的,master of school of architecture,-1,2,-1,2,2,1,-1,2,-2,-3,-1,32
1106,男,18~25,偏瘦的,广告,-1,1,-1,2,1,-1,1,3,1,3,2,32
1107,男,18~25,均匀的,学生,1,-2,1,1,1,1,1,1,1,1,1,32
1108,男,18~25,均匀的,学生,-1,3,1,1,1,2,-1,-1,1,-1,-1,32
1109,男,18~25,均匀的,学生,2,-1,2,2,2,2,1,1,2,2,2,32
1110,男,18~25,均匀的,学生,-2,-2,1,-2,-1,-1,-1,-1,2,-2,-1,32
1111,男,18岁以下,偏瘦的,本科在校学生,-2,1,1,1,-2,2,1,-2,2,-2,-2,32
1112,男,26~30,偏胖的,学生,1,2,-1,2,2,2,1,1,1,1,1,32
1113,男,26~30,均匀的,颜色科学,-1,1,-1,-1,1,1,1,-1,1,-1,-1,32
1114,男,26~30,偏胖的,(空),2,2,2,1,2,2,1,1,-1,1,-1,32
1115,男,26~30,偏瘦的,design master,2,1,-2,2,3,1,3,-1,2,1,2,32
1116,男,31~40,偏胖的,工业设计,-2,2,-1,-1,-1,-1,-1,1,3,-3,-3,32
1117,男,31~40,偏胖的,教師,-1,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,32
1118,男,31~40,偏胖的,(空),-1,-3,-1,1,1,1,-1,-1,1,-1,-2,32
1119,男,31~40,偏胖的,design phd,1,-2,1,1,1,-1,1,1,2,-2,-2,32
1120,男,31~40,偏胖的,(空),3,2,2,2,3,-1,2,-1,2,1,1,32
1121,男,41~50,均匀的,教师,-1,1,-2,1,-2,-2,-1,-1,-1,1,-2,32
1122,女,18~25,偏胖的,行銷企劃,-3,-2,-1,-2,-3,-2,-2,-2,-1,-2,-3,33
1123,女,18~25,偏胖的,設計師,-3,-1,-2,-3,-2,-2,-2,-2,-3,-3,-3,33
1124,女,18~25,偏瘦的,学生,1,-2,-1,-2,-2,2,-1,-2,2,-2,-2,33
1125,女,18~25,均匀的,财务会计,1,-3,1,3,1,1,1,2,2,1,2,33
